costo,tiempo
7041, 688
5492, 2223
7041, 688
5492, 2223
5499, 2222
5623, 1394
5950, 787
6507, 772
5865, 1097
5740, 1157
6772, 741
6772, 741
6507, 772
5927, 888
5724, 1366
5927, 888
5623, 1394
5499, 2222
5865, 1097
5720, 1369
5630, 1394
5740, 1157
5950, 787
5630, 1394
5720, 1369
5724, 1366
5492, 2223
7041, 688
6772, 741
6507, 772
5927, 888
5623, 1394
5499, 2222
5865, 1097
5740, 1157
5950, 787
5630, 1394
5720, 1369
5724, 1366
5492, 2223
7041, 688
6772, 741
6507, 772
5927, 888
5623, 1394
5499, 2222
5865, 1097
5740, 1157
5950, 787
5630, 1394
5720, 1369
5724, 1366
7041, 688
5492, 2223
6772, 741
6507, 772
5927, 888
5623, 1394
5499, 2222
5865, 1097
5740, 1157
5950, 787
5630, 1394
5720, 1369
5724, 1366
7041, 688
5492, 2223
6772, 741
6507, 772
5927, 888
5623, 1394
5499, 2222
5865, 1097
5740, 1157
5950, 787
5630, 1394
5720, 1369
5724, 1366
5492, 2223
7041, 688
6772, 741
6507, 772
5927, 888
5623, 1394
5499, 2222
5865, 1097
5740, 1157
5950, 787
5630, 1394
5720, 1369
5724, 1366
5492, 2223
7041, 688
6772, 741
6507, 772
5927, 888
5623, 1394
5499, 2222
5865, 1097
5740, 1157
