costo,tiempo
8776, 4464
9809, 1257
8776, 4464
9809, 1257
9144, 1775
9803, 1287
9078, 2667
8953, 2871
8830, 4451
8887, 3763
9080, 2174
8889, 3270
9144, 1775
8887, 3763
9803, 1287
9080, 2174
8889, 3270
8953, 2871
9078, 2667
8830, 4451
8822, 4453
8822, 4453
8776, 4464
9809, 1257
9144, 1775
8887, 3763
9803, 1287
9080, 2174
8889, 3270
8953, 2871
9078, 2667
8830, 4451
8822, 4453
8776, 4464
9809, 1257
9144, 1775
8887, 3763
9803, 1287
9080, 2174
8889, 3270
8953, 2871
9078, 2667
8830, 4451
8822, 4453
8776, 4464
9809, 1257
9144, 1775
8887, 3763
9803, 1287
9080, 2174
8889, 3270
8953, 2871
9078, 2667
8830, 4451
8822, 4453
8776, 4464
9809, 1257
9144, 1775
8887, 3763
9803, 1287
9080, 2174
8889, 3270
8953, 2871
9078, 2667
8830, 4451
8822, 4453
9809, 1257
8776, 4464
9144, 1775
8887, 3763
9803, 1287
9080, 2174
8889, 3270
8953, 2871
9078, 2667
8830, 4451
8822, 4453
9809, 1257
8776, 4464
9144, 1775
8887, 3763
9803, 1287
9080, 2174
8889, 3270
8953, 2871
9078, 2667
8830, 4451
8822, 4453
9809, 1257
8776, 4464
9144, 1775
8887, 3763
9803, 1287
9080, 2174
8889, 3270
8953, 2871
9078, 2667
8830, 4451
8822, 4453
8776, 4464
