costo,tiempo
6701, 739
5106, 2557
6701, 739
5106, 2557
6204, 1003
5830, 2334
6204, 1003
5374, 2546
5459, 2383
5830, 2334
5727, 2372
6557, 829
6348, 913
6557, 829
6691, 762
6338, 936
5820, 2357
5727, 2372
5459, 2383
5374, 2546
6348, 913
6338, 936
6691, 762
5820, 2357
5106, 2557
6701, 739
6204, 1003
5830, 2334
6557, 829
5727, 2372
5459, 2383
5374, 2546
6348, 913
6338, 936
6691, 762
5820, 2357
5106, 2557
6701, 739
6204, 1003
5830, 2334
6557, 829
5727, 2372
5459, 2383
5374, 2546
6348, 913
6338, 936
6691, 762
5820, 2357
5106, 2557
6701, 739
6204, 1003
5830, 2334
6557, 829
5727, 2372
5459, 2383
5374, 2546
6348, 913
6338, 936
6691, 762
5820, 2357
6701, 739
5106, 2557
6204, 1003
5830, 2334
6557, 829
5727, 2372
5459, 2383
5374, 2546
6348, 913
6338, 936
6691, 762
5820, 2357
6701, 739
5106, 2557
6204, 1003
5830, 2334
6557, 829
5727, 2372
5459, 2383
5374, 2546
6348, 913
6338, 936
6691, 762
5820, 2357
5106, 2557
6701, 739
6204, 1003
5830, 2334
6557, 829
5727, 2372
5459, 2383
5374, 2546
6348, 913
6338, 936
6691, 762
5820, 2357
5106, 2557
6701, 739
6204, 1003
5830, 2334
