costo,tiempo
6963, 1847
8412, 1147
8412, 1147
6963, 1847
8407, 1776
7152, 1810
7152, 1810
6982, 1841
6982, 1841
8412, 1147
6963, 1847
7152, 1810
6982, 1841
8412, 1147
6963, 1847
7152, 1810
8412, 1147
6963, 1847
7152, 1810
6963, 1847
7152, 1810
6963, 1847
7152, 1810
6963, 1847
7152, 1810
6963, 1847
7152, 1810
6963, 1847
7152, 1810
6963, 1847
7152, 1810
6963, 1847
7152, 1810
6963, 1847
7152, 1810
6963, 1847
7152, 1810
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
7152, 1810
7152, 1810
7152, 1810
6963, 1847
6963, 1847
7152, 1810
6963, 1847
7152, 1810
7152, 1810
6963, 1847
6963, 1847
6963, 1847
8412, 1147
7152, 1810
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
7152, 1810
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
6963, 1847
7152, 1810
7152, 1810
6963, 1847
7152, 1810
