costo,tiempo
6366, 1083
4430, 2096
4430, 2096
6366, 1083
5006, 1667
6191, 1268
5831, 1284
5382, 1587
4807, 1767
4602, 2063
4807, 1767
5006, 1667
4644, 1873
5382, 1587
5472, 1548
4642, 1947
5472, 1548
6226, 1179
5794, 1363
5691, 1380
4644, 1873
5633, 1482
5654, 1465
4642, 1947
6288, 1125
5633, 1482
6270, 1169
4602, 2063
6288, 1125
5735, 1369
5654, 1465
5831, 1284
6191, 1268
5691, 1380
6226, 1179
5735, 1369
5794, 1363
6270, 1169
6366, 1083
4430, 2096
4807, 1767
5006, 1667
5382, 1587
5472, 1548
4644, 1873
5633, 1482
4602, 2063
6288, 1125
5654, 1465
5831, 1284
6191, 1268
5691, 1380
6226, 1179
5735, 1369
5794, 1363
6270, 1169
6366, 1083
4430, 2096
4807, 1767
5006, 1667
5382, 1587
5472, 1548
4644, 1873
5633, 1482
4602, 2063
6288, 1125
5654, 1465
5831, 1284
6191, 1268
5691, 1380
6226, 1179
5735, 1369
5794, 1363
6270, 1169
6366, 1083
4430, 2096
4807, 1767
5382, 1587
5472, 1548
4644, 1873
5633, 1482
4602, 2063
6288, 1125
5654, 1465
5831, 1284
6191, 1268
5691, 1380
6226, 1179
5735, 1369
5794, 1363
6270, 1169
4430, 2096
6366, 1083
4807, 1767
5382, 1587
5472, 1548
4644, 1873
5633, 1482
4602, 2063
6288, 1125
5654, 1465
5831, 1284
6191, 1268
5691, 1380
6226, 1179
5735, 1369
5794, 1363
6270, 1169
4430, 2096
6366, 1083
4807, 1767
5382, 1587
5472, 1548
4644, 1873
5633, 1482
4602, 2063
6288, 1125
5654, 1465
5831, 1284
6191, 1268
6226, 1179
5735, 1369
5794, 1363
6270, 1169
4430, 2096
6366, 1083
4807, 1767
5472, 1548
4644, 1873
5633, 1482
4602, 2063
6288, 1125
5654, 1465
5831, 1284
6191, 1268
6226, 1179
5735, 1369
5794, 1363
6270, 1169
6366, 1083
4430, 2096
4807, 1767
5472, 1548
4644, 1873
5633, 1482
4602, 2063
5654, 1465
5831, 1284
6191, 1268
6226, 1179
5794, 1363
6270, 1169
4430, 2096
6366, 1083
4807, 1767
4644, 1873
5472, 1548
5633, 1482
4602, 2063
5654, 1465
5831, 1284
6191, 1268
6226, 1179
5794, 1363
6270, 1169
4430, 2096
6366, 1083
4807, 1767
4644, 1873
5633, 1482
4602, 2063
5654, 1465
5794, 1363
5831, 1284
6191, 1268
6226, 1179
6270, 1169
4430, 2096
6366, 1083
4807, 1767
4644, 1873
5633, 1482
5794, 1363
5654, 1465
5831, 1284
6191, 1268
6226, 1179
6270, 1169
4430, 2096
6366, 1083
4644, 1873
4807, 1767
5794, 1363
5654, 1465
5831, 1284
6270, 1169
6191, 1268
6226, 1179
6366, 1083
4430, 2096
