costo,tiempo
7471, 3237
9221, 1393
9221, 1393
7471, 3237
9213, 1620
7838, 2347
7838, 2347
7572, 2386
9213, 1620
7616, 2358
7572, 2386
7616, 2358
7471, 3237
9221, 1393
7838, 2347
9213, 1620
7572, 2386
7616, 2358
7471, 3237
7838, 2347
9213, 1620
7572, 2386
7616, 2358
7471, 3237
7838, 2347
9213, 1620
7572, 2386
7616, 2358
7471, 3237
7838, 2347
9213, 1620
7572, 2386
7616, 2358
7471, 3237
7838, 2347
9213, 1620
7572, 2386
7616, 2358
7471, 3237
7838, 2347
9213, 1620
7572, 2386
7616, 2358
7471, 3237
7838, 2347
9213, 1620
7572, 2386
7616, 2358
7471, 3237
7838, 2347
7572, 2386
7471, 3237
7838, 2347
7572, 2386
7471, 3237
7838, 2347
7572, 2386
7471, 3237
7838, 2347
7471, 3237
7838, 2347
7471, 3237
7838, 2347
7471, 3237
7838, 2347
7471, 3237
7838, 2347
7471, 3237
7838, 2347
7471, 3237
7838, 2347
7471, 3237
7838, 2347
7471, 3237
7838, 2347
7838, 2347
7838, 2347
7471, 3237
7471, 3237
7838, 2347
7838, 2347
7838, 2347
7838, 2347
7471, 3237
7572, 2386
7572, 2386
7838, 2347
7838, 2347
7838, 2347
7838, 2347
7838, 2347
7572, 2386
9213, 1620
7616, 2358
7838, 2347
9213, 1620
7838, 2347
7838, 2347
7838, 2347
7616, 2358
