costo,tiempo
11861, 1097
8843, 1373
11861, 1097
9106, 1097
8958, 1263
8958, 1263
8928, 1365
9106, 1097
8928, 1365
11861, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
8958, 1263
9106, 1097
8958, 1263
9106, 1097
9106, 1097
8958, 1263
8958, 1263
9106, 1097
8958, 1263
8958, 1263
8958, 1263
8958, 1263
9106, 1097
8958, 1263
9106, 1097
8958, 1263
9106, 1097
9106, 1097
9106, 1097
9106, 1097
9106, 1097
