costo,tiempo
5632, 834
4735, 2513
4735, 2513
5632, 834
5229, 1600
4877, 2435
5253, 1259
4901, 2095
5088, 1677
5442, 1144
5010, 1988
4756, 2461
5109, 1625
5443, 949
5088, 1677
4922, 2043
5465, 897
5274, 1207
4989, 2040
5532, 894
5341, 1204
5363, 1152
5553, 842
5010, 1988
4901, 2095
5253, 1259
4995, 1996
5538, 850
5347, 1160
4877, 2435
5229, 1600
4756, 2461
5109, 1625
5443, 949
5465, 897
5274, 1207
4922, 2043
5363, 1152
5553, 842
4995, 1996
5347, 1160
5538, 850
4989, 2040
5532, 894
5341, 1204
5442, 1144
5632, 834
4735, 2513
5088, 1677
5010, 1988
4901, 2095
5253, 1259
5229, 1600
4877, 2435
4756, 2461
5109, 1625
5443, 949
5465, 897
5274, 1207
4922, 2043
5363, 1152
5553, 842
4995, 1996
5347, 1160
5538, 850
4989, 2040
5532, 894
5341, 1204
5442, 1144
5632, 834
4735, 2513
5088, 1677
5010, 1988
4901, 2095
5253, 1259
4877, 2435
5229, 1600
4756, 2461
5109, 1625
5443, 949
5465, 897
5274, 1207
4922, 2043
5363, 1152
5553, 842
4995, 1996
5347, 1160
5538, 850
4989, 2040
5532, 894
5341, 1204
5442, 1144
5632, 834
4735, 2513
5088, 1677
5010, 1988
4901, 2095
5253, 1259
5229, 1600
4877, 2435
