costo,tiempo
12578, 1789
13011, 1633
12578, 1789
12725, 1710
12725, 1710
12948, 1672
12911, 1686
12828, 1694
12804, 1703
12948, 1672
12911, 1686
12828, 1694
12804, 1703
12578, 1789
12725, 1710
12948, 1672
12911, 1686
12828, 1694
12804, 1703
12578, 1789
12948, 1672
12725, 1710
12911, 1686
12828, 1694
12804, 1703
12578, 1789
12948, 1672
12725, 1710
12911, 1686
12828, 1694
12804, 1703
12948, 1672
12578, 1789
12725, 1710
12911, 1686
12828, 1694
12804, 1703
12578, 1789
12948, 1672
12725, 1710
12911, 1686
12828, 1694
12804, 1703
12948, 1672
12578, 1789
12725, 1710
12911, 1686
12828, 1694
12804, 1703
12948, 1672
12578, 1789
12725, 1710
12911, 1686
12828, 1694
12804, 1703
12578, 1789
12725, 1710
12911, 1686
12828, 1694
12804, 1703
12578, 1789
12725, 1710
12911, 1686
12828, 1694
12804, 1703
12578, 1789
12911, 1686
12725, 1710
12828, 1694
12804, 1703
12911, 1686
12578, 1789
12725, 1710
12828, 1694
12804, 1703
12578, 1789
12911, 1686
12725, 1710
12828, 1694
12804, 1703
12911, 1686
12578, 1789
12725, 1710
12828, 1694
12804, 1703
12578, 1789
12911, 1686
12725, 1710
12828, 1694
12804, 1703
12911, 1686
12578, 1789
12725, 1710
12828, 1694
12804, 1703
12911, 1686
12578, 1789
12725, 1710
12828, 1694
12804, 1703
