costo,tiempo
9113, 820
6588, 6912
9113, 820
6588, 6912
6632, 6725
6649, 4598
8551, 1558
7713, 1738
7051, 3454
7073, 2748
7172, 2656
7312, 2028
6892, 4478
6918, 3908
8577, 1514
8591, 1000
8679, 878
6672, 4519
8883, 872
9087, 864
6866, 4483
8909, 867
7172, 2656
7312, 2028
7471, 1797
7592, 1795
8551, 1558
7713, 1738
7026, 3499
7000, 3738
6942, 3829
7023, 3660
7665, 1761
7592, 1795
7146, 2701
7099, 2704
7445, 1842
7398, 1845
7372, 1889
7338, 1983
6942, 3829
7000, 3738
6918, 3908
6609, 6803
8616, 956
8654, 923
7372, 1889
7338, 1983
6632, 6725
6609, 6803
6866, 4483
7665, 1761
7073, 2748
7051, 3454
8616, 956
8654, 923
6593, 6884
7023, 3660
7691, 1756
6672, 4519
8591, 1000
8577, 1514
6654, 4570
6892, 4478
8883, 872
6649, 4598
8679, 878
8909, 867
6593, 6884
9087, 864
7398, 1845
7445, 1842
7099, 2704
7146, 2701
7471, 1797
6654, 4570
7691, 1756
7026, 3499
9113, 820
6588, 6912
7172, 2656
7312, 2028
8551, 1558
7713, 1738
7592, 1795
6942, 3829
7000, 3738
6918, 3908
7372, 1889
7338, 1983
6632, 6725
6609, 6803
6866, 4483
7665, 1761
7073, 2748
7051, 3454
8616, 956
8654, 923
7023, 3660
6672, 4519
