costo,tiempo
10367, 849
9518, 4589
9518, 4589
10367, 849
10050, 2760
10067, 1713
9535, 3811
9881, 2942
10225, 1434
10347, 962
10245, 980
9759, 3073
10150, 1562
9618, 3660
9536, 3768
10069, 1670
9881, 2942
9692, 3532
9694, 3191
10226, 1093
9815, 3060
10169, 1449
10050, 2760
9637, 3547
9713, 3078
9835, 2946
9683, 3542
10231, 1015
10155, 1484
10353, 884
9821, 2982
9699, 3113
9623, 3582
9618, 3660
10150, 1562
9535, 3811
10067, 1713
10069, 1670
9536, 3768
10226, 1093
9694, 3191
10245, 980
10169, 1449
9637, 3547
9713, 3078
9835, 2946
9699, 3113
9821, 2982
9623, 3582
10155, 1484
10353, 884
10231, 1015
9683, 3542
10347, 962
9815, 3060
10225, 1434
9692, 3532
10367, 849
9518, 4589
9881, 2942
10050, 2760
9618, 3660
10150, 1562
9535, 3811
10067, 1713
10069, 1670
9536, 3768
10226, 1093
9694, 3191
10245, 980
10169, 1449
9637, 3547
9713, 3078
9835, 2946
9699, 3113
9821, 2982
9623, 3582
10155, 1484
10353, 884
10231, 1015
9683, 3542
10347, 962
9815, 3060
10225, 1434
9692, 3532
10367, 849
9518, 4589
9881, 2942
10050, 2760
9618, 3660
10150, 1562
9535, 3811
10067, 1713
10069, 1670
9536, 3768
10226, 1093
9694, 3191
10245, 980
10169, 1449
9713, 3078
