costo,tiempo
15898, 3582
13582, 6235
13582, 6235
15898, 3582
13857, 4737
15549, 4338
13666, 5278
13857, 4737
13694, 5241
15735, 4086
15740, 3797
15549, 4338
15577, 4301
13694, 5241
15735, 4086
15740, 3797
15577, 4301
13666, 5278
15898, 3582
13582, 6235
13857, 4737
15549, 4338
13694, 5241
15735, 4086
15740, 3797
15577, 4301
13666, 5278
13582, 6235
15898, 3582
13857, 4737
15549, 4338
13694, 5241
15735, 4086
15740, 3797
15577, 4301
13666, 5278
13582, 6235
15898, 3582
13857, 4737
15549, 4338
13694, 5241
15735, 4086
15740, 3797
15577, 4301
13666, 5278
13582, 6235
15898, 3582
15549, 4338
13694, 5241
15735, 4086
15740, 3797
15577, 4301
13666, 5278
13582, 6235
15898, 3582
15549, 4338
13694, 5241
15735, 4086
15740, 3797
15577, 4301
13666, 5278
15898, 3582
13582, 6235
13694, 5241
15549, 4338
15735, 4086
15740, 3797
15577, 4301
13666, 5278
15898, 3582
13582, 6235
13694, 5241
15549, 4338
15735, 4086
15740, 3797
15577, 4301
13666, 5278
15898, 3582
13582, 6235
13694, 5241
15549, 4338
15735, 4086
15740, 3797
15577, 4301
13666, 5278
15898, 3582
13582, 6235
13694, 5241
15549, 4338
15735, 4086
15740, 3797
15577, 4301
13666, 5278
13582, 6235
15898, 3582
13694, 5241
15549, 4338
15735, 4086
15740, 3797
15577, 4301
