costo,tiempo
7215, 3702
8077, 1042
7215, 3702
7327, 1888
7710, 1144
7694, 1786
7877, 1138
7477, 1845
7564, 1806
7327, 1888
7978, 1109
7477, 1845
7536, 1826
7978, 1109
7937, 1119
7937, 1119
7564, 1806
7536, 1826
7694, 1786
7710, 1144
7215, 3702
7327, 1888
7477, 1845
7978, 1109
7937, 1119
7536, 1826
7710, 1144
7694, 1786
7215, 3702
7327, 1888
7477, 1845
7978, 1109
7937, 1119
7710, 1144
7694, 1786
7215, 3702
7327, 1888
7477, 1845
7978, 1109
7937, 1119
7694, 1786
7710, 1144
7215, 3702
7327, 1888
7477, 1845
7978, 1109
7937, 1119
7694, 1786
7710, 1144
7215, 3702
7327, 1888
7978, 1109
7937, 1119
7694, 1786
7710, 1144
7215, 3702
7327, 1888
7978, 1109
7937, 1119
7694, 1786
7710, 1144
7215, 3702
7327, 1888
7978, 1109
7694, 1786
7710, 1144
7215, 3702
7327, 1888
7978, 1109
7694, 1786
7710, 1144
7215, 3702
7327, 1888
7978, 1109
7694, 1786
7710, 1144
7215, 3702
7327, 1888
7978, 1109
7694, 1786
7215, 3702
7327, 1888
7978, 1109
7694, 1786
7215, 3702
7327, 1888
7978, 1109
7694, 1786
7215, 3702
7327, 1888
7978, 1109
7694, 1786
7215, 3702
7215, 3702
7215, 3702
7215, 3702
7978, 1109
7536, 1826
7978, 1109
7978, 1109
