costo,tiempo
14390, 2377
11400, 5537
11400, 5537
14390, 2377
12236, 4692
11582, 5451
12236, 4692
11582, 5451
12730, 2922
14346, 2445
13270, 2921
13804, 2508
13317, 2791
12571, 3644
13759, 2576
12571, 3644
12616, 3318
12281, 4365
12396, 3969
12396, 3969
13759, 2576
12693, 3028
12359, 4075
13317, 2791
12661, 3240
12326, 4287
14346, 2445
12281, 4365
12616, 3318
12693, 3028
12359, 4075
13804, 2508
13303, 2853
12381, 4032
12716, 2984
12326, 4287
12661, 3240
13781, 2552
14368, 2421
14368, 2401
13782, 2532
12319, 4307
12654, 3260
13292, 2887
13280, 2897
12303, 4331
12381, 4041
12715, 2994
12638, 3283
12638, 3283
12303, 4331
12715, 2994
12381, 4041
12639, 3274
12304, 4322
13302, 2863
14368, 2421
13781, 2552
12716, 2984
13303, 2853
12381, 4032
13801, 2511
14387, 2381
14387, 2381
13801, 2511
14368, 2401
13782, 2532
13292, 2887
13280, 2897
12654, 3260
12319, 4307
13302, 2863
12730, 2922
12639, 3274
12304, 4322
13270, 2921
11400, 5537
14390, 2377
11582, 5451
12571, 3644
12396, 3969
13759, 2576
13317, 2791
14346, 2445
12281, 4365
12616, 3318
12693, 3028
12359, 4075
13804, 2508
12326, 4287
12661, 3240
12638, 3283
12303, 4331
12715, 2994
12381, 4041
14368, 2421
13781, 2552
12381, 4032
13303, 2853
12716, 2984
