costo,tiempo
9266, 1428
7706, 3038
9266, 1428
7706, 3038
8398, 1599
9214, 1542
7941, 2791
8046, 2148
8099, 2033
8163, 1845
8215, 1731
7759, 2923
8341, 1698
7884, 2890
7941, 2791
8046, 2148
8099, 2033
8398, 1599
8163, 1845
7759, 2923
8215, 1731
9214, 1542
8067, 2062
7727, 2952
8183, 1759
7909, 2820
9234, 1457
8366, 1628
9217, 1523
9231, 1476
8166, 1826
7709, 3018
7723, 2972
8049, 2128
8180, 1779
8063, 2082
7905, 2840
7888, 2871
8344, 1678
8362, 1647
8341, 1698
7884, 2890
7888, 2871
8344, 1678
7905, 2840
8362, 1647
8180, 1779
8063, 2082
8049, 2128
7723, 2972
8166, 1826
7709, 3018
9231, 1476
9217, 1523
9234, 1457
8366, 1628
7909, 2820
8067, 2062
8183, 1759
7727, 2952
7706, 3038
9266, 1428
7941, 2791
8046, 2148
8099, 2033
8398, 1599
8163, 1845
7759, 2923
8215, 1731
9214, 1542
8341, 1698
7884, 2890
7888, 2871
8344, 1678
7905, 2840
8362, 1647
8063, 2082
8180, 1779
8049, 2128
7723, 2972
8166, 1826
7709, 3018
9231, 1476
9217, 1523
9234, 1457
8366, 1628
7909, 2820
8067, 2062
8183, 1759
7727, 2952
7706, 3038
9266, 1428
7941, 2791
8046, 2148
8099, 2033
8398, 1599
8163, 1845
7759, 2923
8215, 1731
9214, 1542
