costo,tiempo
8459, 4964
12885, 2500
8459, 4964
12885, 2500
8629, 2865
12831, 2780
8504, 3580
8486, 4741
8555, 3184
8518, 3361
8504, 3580
12881, 2560
8555, 3184
8484, 4940
8486, 4741
8518, 3361
8629, 2865
12831, 2780
12881, 2560
8484, 4940
12885, 2500
8459, 4964
8504, 3580
8555, 3184
8486, 4741
8518, 3361
8629, 2865
12881, 2560
8484, 4940
8459, 4964
12885, 2500
8504, 3580
8555, 3184
8518, 3361
8629, 2865
12881, 2560
8484, 4940
12885, 2500
8459, 4964
8504, 3580
8555, 3184
8518, 3361
8629, 2865
12881, 2560
8484, 4940
8459, 4964
12885, 2500
8555, 3184
8518, 3361
8629, 2865
12881, 2560
8484, 4940
8459, 4964
12885, 2500
8555, 3184
8518, 3361
8629, 2865
12881, 2560
8484, 4940
8459, 4964
12885, 2500
8555, 3184
8518, 3361
8629, 2865
12881, 2560
8484, 4940
12885, 2500
8459, 4964
8555, 3184
8518, 3361
8629, 2865
12881, 2560
8484, 4940
12885, 2500
8459, 4964
8555, 3184
8518, 3361
8629, 2865
12881, 2560
8484, 4940
8459, 4964
12885, 2500
8555, 3184
8518, 3361
8629, 2865
12881, 2560
8484, 4940
12885, 2500
8459, 4964
8555, 3184
8518, 3361
8629, 2865
12881, 2560
8484, 4940
12885, 2500
8459, 4964
8555, 3184
8518, 3361
8629, 2865
12881, 2560
