costo,tiempo
10911, 940
6491, 3125
6491, 3125
10911, 940
9129, 1130
8264, 1997
6540, 2487
7968, 2039
9129, 1130
8264, 1997
7137, 2063
10582, 979
9784, 1006
6840, 2105
9454, 1040
10582, 979
9488, 1030
10870, 968
6691, 2370
6540, 2487
7102, 2073
8229, 2007
9749, 1016
6691, 2370
6759, 2201
6759, 2201
9454, 1040
6714, 2285
6714, 2285
6840, 2105
8229, 2007
7102, 2073
9784, 1006
7137, 2063
10876, 951
9749, 1016
10870, 968
10876, 951
10911, 940
6491, 3125
9129, 1130
8264, 1997
10582, 979
9454, 1040
6540, 2487
6691, 2370
6759, 2201
6714, 2285
6840, 2105
8229, 2007
7102, 2073
9784, 1006
7137, 2063
10870, 968
10876, 951
9749, 1016
6491, 3125
10911, 940
9129, 1130
8264, 1997
9454, 1040
6540, 2487
6691, 2370
6759, 2201
6714, 2285
6840, 2105
8229, 2007
7102, 2073
9784, 1006
7137, 2063
10870, 968
10876, 951
9749, 1016
10911, 940
6491, 3125
9129, 1130
8264, 1997
9454, 1040
6540, 2487
6691, 2370
6759, 2201
6714, 2285
6840, 2105
8229, 2007
7102, 2073
9784, 1006
7137, 2063
10870, 968
10876, 951
9749, 1016
10911, 940
6491, 3125
9129, 1130
8264, 1997
9454, 1040
6540, 2487
6691, 2370
6759, 2201
8229, 2007
7102, 2073
