costo,tiempo
8246, 306
3728, 740
3728, 740
8246, 306
5580, 563
6600, 426
6600, 426
4432, 564
5580, 563
7233, 307
6822, 330
6676, 363
4261, 596
4022, 617
3875, 649
6646, 406
3757, 697
6822, 330
4333, 570
6676, 363
7097, 307
3950, 644
3804, 677
4022, 617
4261, 596
3804, 677
7097, 307
3757, 697
6646, 406
7233, 307
4333, 570
3950, 644
4432, 564
3728, 740
8246, 306
6600, 426
5580, 563
6822, 330
6676, 363
4022, 617
4261, 596
3804, 677
7097, 307
3757, 697
6646, 406
7233, 307
4333, 570
3950, 644
4432, 564
3728, 740
8246, 306
6600, 426
5580, 563
6822, 330
6676, 363
4022, 617
4261, 596
3804, 677
7097, 307
3757, 697
6646, 406
7233, 307
4333, 570
3950, 644
4432, 564
3728, 740
8246, 306
6600, 426
5580, 563
6822, 330
6676, 363
4022, 617
4261, 596
3804, 677
7097, 307
3757, 697
6646, 406
7233, 307
3950, 644
4333, 570
4432, 564
3728, 740
8246, 306
5580, 563
6822, 330
6676, 363
4022, 617
4261, 596
3804, 677
7097, 307
3757, 697
6646, 406
7233, 307
3950, 644
4333, 570
4432, 564
3728, 740
8246, 306
5580, 563
6822, 330
6676, 363
4022, 617
4261, 596
3804, 677
7097, 307
6646, 406
7233, 307
3950, 644
4333, 570
4432, 564
8246, 306
3728, 740
5580, 563
6822, 330
6676, 363
3804, 677
4022, 617
4261, 596
7097, 307
6646, 406
7233, 307
3950, 644
4333, 570
4432, 564
8246, 306
5580, 563
6822, 330
6676, 363
3804, 677
4022, 617
4261, 596
7097, 307
6646, 406
7233, 307
3950, 644
4333, 570
4432, 564
8246, 306
5580, 563
6822, 330
6676, 363
3804, 677
4022, 617
4261, 596
7097, 307
6646, 406
7233, 307
3950, 644
4333, 570
4432, 564
8246, 306
5580, 563
6822, 330
6676, 363
3804, 677
4022, 617
4261, 596
7097, 307
6646, 406
7233, 307
3950, 644
4333, 570
4432, 564
8246, 306
6646, 406
5580, 563
6822, 330
6676, 363
3804, 677
4022, 617
4261, 596
7097, 307
7233, 307
3950, 644
4333, 570
4432, 564
8246, 306
6646, 406
6822, 330
6676, 363
3804, 677
4022, 617
4261, 596
7097, 307
7233, 307
3950, 644
4333, 570
4432, 564
8246, 306
6646, 406
6676, 363
3804, 677
4022, 617
4261, 596
7097, 307
7233, 307
3950, 644
4333, 570
4432, 564
8246, 306
