costo,tiempo
5754, 2756
7293, 1112
6012, 2083
6667, 1620
6667, 1620
6012, 2083
5976, 2365
7098, 1130
5775, 2689
5930, 2588
6822, 1518
6843, 1375
5950, 2445
5938, 2562
6830, 1492
5775, 2689
6868, 1296
6943, 1231
5930, 2588
6822, 1518
7023, 1195
7023, 1195
6930, 1279
5976, 2365
7083, 1186
6855, 1344
5963, 2413
7085, 1177
5963, 2413
6855, 1344
6843, 1375
5950, 2445
6943, 1231
5938, 2562
6830, 1492
6935, 1258
6868, 1296
7098, 1130
6935, 1258
6930, 1279
7085, 1177
7083, 1186
6667, 1620
6012, 2083
5775, 2689
5930, 2588
6822, 1518
7023, 1195
5976, 2365
5963, 2413
6855, 1344
6843, 1375
5950, 2445
6943, 1231
5938, 2562
6830, 1492
6868, 1296
7098, 1130
6935, 1258
6930, 1279
7085, 1177
7083, 1186
7098, 1130
6667, 1620
6012, 2083
5775, 2689
5930, 2588
6822, 1518
7023, 1195
5976, 2365
5963, 2413
6855, 1344
6843, 1375
5950, 2445
6943, 1231
5938, 2562
6830, 1492
6868, 1296
6935, 1258
7085, 1177
6930, 1279
7083, 1186
7098, 1130
5775, 2689
6667, 1620
5930, 2588
6822, 1518
7023, 1195
5976, 2365
5963, 2413
6855, 1344
6843, 1375
5950, 2445
6943, 1231
5938, 2562
6868, 1296
6935, 1258
6930, 1279
7085, 1177
7098, 1130
5775, 2689
6667, 1620
5930, 2588
6822, 1518
7023, 1195
5976, 2365
5963, 2413
6855, 1344
6843, 1375
5950, 2445
5938, 2562
6868, 1296
6935, 1258
6930, 1279
7085, 1177
7098, 1130
5775, 2689
6667, 1620
5930, 2588
6822, 1518
7023, 1195
5976, 2365
6855, 1344
5963, 2413
6843, 1375
5950, 2445
5938, 2562
6868, 1296
6930, 1279
7085, 1177
5775, 2689
7098, 1130
6667, 1620
5930, 2588
6822, 1518
7023, 1195
5963, 2413
6855, 1344
6843, 1375
5950, 2445
5938, 2562
6868, 1296
6930, 1279
7085, 1177
5775, 2689
7098, 1130
6667, 1620
5930, 2588
6822, 1518
5963, 2413
6855, 1344
6843, 1375
5950, 2445
5938, 2562
6868, 1296
6930, 1279
7085, 1177
7023, 1195
7098, 1130
5775, 2689
6667, 1620
5930, 2588
6822, 1518
5963, 2413
6855, 1344
6843, 1375
5950, 2445
5938, 2562
6868, 1296
6930, 1279
7085, 1177
7023, 1195
7098, 1130
5775, 2689
6667, 1620
5930, 2588
6822, 1518
6855, 1344
5963, 2413
6843, 1375
5950, 2445
5938, 2562
6868, 1296
6930, 1279
7085, 1177
7023, 1195
5775, 2689
7098, 1130
6667, 1620
5930, 2588
6822, 1518
6855, 1344
5963, 2413
6843, 1375
5950, 2445
5938, 2562
6868, 1296
6930, 1279
7085, 1177
7023, 1195
