costo,tiempo
9323, 381
5196, 1353
9323, 381
5196, 1353
7352, 607
8883, 459
6800, 913
5746, 1091
5746, 1091
6800, 913
8883, 459
5276, 1290
5292, 1182
7170, 637
9278, 407
8935, 452
6978, 657
6896, 743
6882, 805
5372, 1142
5736, 1113
5564, 1122
8935, 452
9278, 407
5564, 1122
6854, 864
7341, 633
6872, 831
5228, 1308
5324, 1160
6968, 683
5372, 1142
6872, 831
6882, 805
6800, 892
5196, 1331
6832, 869
5292, 1182
6896, 743
5324, 1160
5228, 1308
6968, 683
6928, 721
6935, 706
5196, 1331
6800, 892
6928, 721
6935, 706
6978, 657
5276, 1290
7342, 628
6832, 869
5736, 1113
7342, 628
7341, 633
9323, 381
5196, 1353
8883, 459
5746, 1091
6800, 913
7342, 628
8935, 452
9278, 407
5564, 1122
5372, 1142
6872, 831
6882, 805
5292, 1182
6896, 743
5324, 1160
5228, 1308
6968, 683
5196, 1331
6800, 892
6928, 721
6935, 706
6978, 657
5276, 1290
6832, 869
5736, 1113
7341, 633
9323, 381
5196, 1353
8883, 459
5746, 1091
6800, 913
7342, 628
8935, 452
9278, 407
5564, 1122
6872, 831
6832, 869
5372, 1142
6882, 805
5292, 1182
6896, 743
5324, 1160
5228, 1308
6968, 683
5196, 1331
6800, 892
6928, 721
6935, 706
5276, 1290
5736, 1113
7341, 633
6978, 657
9323, 381
5196, 1353
8883, 459
5746, 1091
6800, 913
7342, 628
8935, 452
9278, 407
5564, 1122
6872, 831
6832, 869
5372, 1142
6882, 805
5292, 1182
6896, 743
5324, 1160
5228, 1308
6968, 683
5196, 1331
6800, 892
6928, 721
5276, 1290
5736, 1113
7341, 633
6978, 657
9323, 381
5196, 1353
8883, 459
5746, 1091
6800, 913
7342, 628
8935, 452
9278, 407
5564, 1122
6872, 831
6832, 869
5372, 1142
6882, 805
5292, 1182
6896, 743
5324, 1160
5228, 1308
6968, 683
5196, 1331
6800, 892
6928, 721
5276, 1290
5736, 1113
7341, 633
6978, 657
5196, 1353
9323, 381
8883, 459
5746, 1091
6800, 913
7342, 628
8935, 452
9278, 407
5564, 1122
6872, 831
6832, 869
5372, 1142
6882, 805
5292, 1182
6896, 743
5324, 1160
5228, 1308
6968, 683
5196, 1331
6800, 892
6928, 721
5276, 1290
5736, 1113
7341, 633
6978, 657
5196, 1353
9323, 381
8883, 459
5746, 1091
6800, 913
8935, 452
9278, 407
5564, 1122
6872, 831
6832, 869
5372, 1142
6882, 805
5292, 1182
6896, 743
5324, 1160
5228, 1308
6968, 683
5196, 1331
