costo,tiempo
9720, 9886
10810, 2675
9720, 9886
10810, 2675
9870, 4070
10539, 2686
10289, 2991
10539, 2686
9870, 4070
10057, 3644
10057, 3644
10198, 3466
10198, 3466
10275, 3392
10289, 2991
10280, 3310
10280, 3310
10275, 3392
10810, 2675
9720, 9886
10539, 2686
9870, 4070
10057, 3644
10198, 3466
10289, 2991
10280, 3310
10275, 3392
10810, 2675
9720, 9886
10539, 2686
9870, 4070
10057, 3644
10198, 3466
10289, 2991
10280, 3310
10275, 3392
9720, 9886
10810, 2675
10539, 2686
9870, 4070
10057, 3644
10198, 3466
10289, 2991
10280, 3310
10275, 3392
10810, 2675
9720, 9886
10539, 2686
9870, 4070
10057, 3644
10198, 3466
10289, 2991
10280, 3310
10275, 3392
10810, 2675
9720, 9886
10539, 2686
9870, 4070
10057, 3644
10198, 3466
10289, 2991
10280, 3310
10275, 3392
9720, 9886
10810, 2675
10539, 2686
9870, 4070
10057, 3644
10198, 3466
10289, 2991
10280, 3310
10275, 3392
9720, 9886
10810, 2675
10539, 2686
9870, 4070
10057, 3644
10198, 3466
10289, 2991
10280, 3310
10275, 3392
10810, 2675
9720, 9886
10539, 2686
9870, 4070
10198, 3466
10289, 2991
10280, 3310
10275, 3392
9720, 9886
10810, 2675
10539, 2686
9870, 4070
10289, 2991
10198, 3466
10280, 3310
10275, 3392
9720, 9886
10810, 2675
10539, 2686
