costo,tiempo
14175, 1729
10793, 3196
10793, 3196
14175, 1729
11422, 2897
13876, 1961
11422, 2897
13876, 1961
11123, 3129
14174, 1755
11123, 3129
10793, 3196
14175, 1729
13876, 1961
11422, 2897
11123, 3129
14175, 1729
10793, 3196
13876, 1961
11422, 2897
11123, 3129
10793, 3196
14175, 1729
13876, 1961
11422, 2897
11123, 3129
10793, 3196
14175, 1729
13876, 1961
11422, 2897
11123, 3129
10793, 3196
14175, 1729
13876, 1961
11422, 2897
11123, 3129
10793, 3196
14175, 1729
13876, 1961
11422, 2897
11123, 3129
14175, 1729
10793, 3196
13876, 1961
11422, 2897
11123, 3129
10793, 3196
14175, 1729
13876, 1961
11422, 2897
11123, 3129
10793, 3196
14175, 1729
13876, 1961
11422, 2897
11123, 3129
10793, 3196
14175, 1729
13876, 1961
11422, 2897
11123, 3129
10793, 3196
14175, 1729
13876, 1961
11422, 2897
11123, 3129
10793, 3196
14175, 1729
13876, 1961
11422, 2897
11123, 3129
10793, 3196
14175, 1729
13876, 1961
11422, 2897
11123, 3129
14175, 1729
10793, 3196
13876, 1961
11422, 2897
11123, 3129
10793, 3196
14175, 1729
11422, 2897
11123, 3129
10793, 3196
14175, 1729
11422, 2897
11123, 3129
10793, 3196
14175, 1729
11422, 2897
11123, 3129
10793, 3196
14175, 1729
11422, 2897
14175, 1729
11422, 2897
14175, 1729
11422, 2897
