costo,tiempo
16080, 1547
11404, 2240
16080, 1547
11404, 2240
11517, 2004
14963, 2002
15989, 1728
11426, 2185
15161, 1759
14986, 1948
15067, 1829
16079, 1611
16079, 1611
15077, 1767
15067, 1829
11426, 2185
14986, 1948
15989, 1728
15161, 1759
11517, 2004
15077, 1767
14963, 2002
11404, 2240
16080, 1547
16079, 1611
15067, 1829
11426, 2185
14986, 1948
15989, 1728
15161, 1759
11517, 2004
15077, 1767
14963, 2002
11404, 2240
16080, 1547
16079, 1611
15067, 1829
11426, 2185
14986, 1948
15989, 1728
15161, 1759
11517, 2004
15077, 1767
14963, 2002
16080, 1547
11404, 2240
16079, 1611
15067, 1829
11426, 2185
14986, 1948
15989, 1728
15161, 1759
11517, 2004
15077, 1767
14963, 2002
16080, 1547
11404, 2240
16079, 1611
15067, 1829
11426, 2185
14986, 1948
15989, 1728
15161, 1759
11517, 2004
15077, 1767
14963, 2002
11404, 2240
16080, 1547
16079, 1611
15067, 1829
11426, 2185
14986, 1948
15989, 1728
15161, 1759
11517, 2004
15077, 1767
14963, 2002
11404, 2240
16080, 1547
16079, 1611
15067, 1829
11426, 2185
14986, 1948
15989, 1728
15161, 1759
11517, 2004
15077, 1767
14963, 2002
11404, 2240
16080, 1547
16079, 1611
15067, 1829
11426, 2185
14986, 1948
15989, 1728
15161, 1759
11517, 2004
15077, 1767
14963, 2002
16080, 1547
