costo,tiempo
13017, 1530
8668, 3598
8668, 3598
13017, 1530
8787, 2231
8787, 3373
10109, 2086
11642, 1960
10428, 2067
12129, 1700
13007, 1605
9106, 2213
12119, 1775
11652, 1885
9100, 2215
9106, 2213
8678, 3523
10321, 2084
12119, 1775
11652, 1885
11642, 1960
10428, 2067
12129, 1700
13007, 1605
8678, 3523
8785, 3427
8776, 3448
8776, 3448
8787, 3373
10422, 2069
10321, 2084
9100, 2215
10422, 2069
13017, 1530
8668, 3598
9106, 2213
12119, 1775
11652, 1885
11642, 1960
10428, 2067
12129, 1700
13007, 1605
8678, 3523
8776, 3448
8787, 3373
10321, 2084
9100, 2215
10422, 2069
13017, 1530
8668, 3598
12119, 1775
11652, 1885
11642, 1960
10428, 2067
12129, 1700
13007, 1605
8678, 3523
8776, 3448
8787, 3373
9106, 2213
10321, 2084
9100, 2215
10422, 2069
13017, 1530
8668, 3598
12119, 1775
11652, 1885
11642, 1960
10428, 2067
12129, 1700
13007, 1605
8678, 3523
8776, 3448
8787, 3373
9106, 2213
10321, 2084
9100, 2215
10422, 2069
8668, 3598
13017, 1530
12119, 1775
11652, 1885
11642, 1960
10428, 2067
12129, 1700
13007, 1605
8678, 3523
8776, 3448
8787, 3373
9106, 2213
10321, 2084
9100, 2215
10422, 2069
8668, 3598
13017, 1530
12119, 1775
11652, 1885
11642, 1960
10428, 2067
12129, 1700
