costo,tiempo
6174, 1440
6471, 1196
6174, 1440
6471, 1196
6231, 1324
6402, 1244
6402, 1244
6231, 1324
6174, 1440
6471, 1196
6402, 1244
6231, 1324
6174, 1440
6471, 1196
6402, 1244
6231, 1324
6471, 1196
6174, 1440
6402, 1244
6231, 1324
6174, 1440
6402, 1244
6231, 1324
6174, 1440
6402, 1244
6231, 1324
6174, 1440
6402, 1244
6231, 1324
6174, 1440
6402, 1244
6231, 1324
6174, 1440
6402, 1244
6231, 1324
6174, 1440
6402, 1244
6231, 1324
6174, 1440
6402, 1244
6231, 1324
6174, 1440
6402, 1244
6231, 1324
6174, 1440
6402, 1244
6231, 1324
6174, 1440
6402, 1244
6231, 1324
6174, 1440
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6402, 1244
6231, 1324
6231, 1324
