costo,tiempo
13865, 2764
8557, 4192
8557, 4192
13865, 2764
10648, 3842
8589, 3863
11774, 3113
13699, 3094
10680, 3514
11608, 3444
11547, 3503
11608, 3444
11774, 3113
13699, 3094
8589, 3863
10648, 3842
11547, 3503
10680, 3514
8557, 4192
13865, 2764
11608, 3444
11774, 3113
13699, 3094
8589, 3863
10648, 3842
11547, 3503
10680, 3514
13865, 2764
8557, 4192
11608, 3444
11774, 3113
13699, 3094
8589, 3863
10648, 3842
11547, 3503
10680, 3514
13865, 2764
8557, 4192
11608, 3444
11774, 3113
8589, 3863
10648, 3842
11547, 3503
10680, 3514
8557, 4192
13865, 2764
11608, 3444
11774, 3113
8589, 3863
10648, 3842
11547, 3503
10680, 3514
8557, 4192
13865, 2764
11608, 3444
11774, 3113
8589, 3863
10648, 3842
11547, 3503
10680, 3514
8557, 4192
13865, 2764
11774, 3113
11608, 3444
8589, 3863
10648, 3842
11547, 3503
10680, 3514
13865, 2764
8557, 4192
11774, 3113
11608, 3444
10680, 3514
8589, 3863
10648, 3842
13865, 2764
8557, 4192
11774, 3113
11608, 3444
10680, 3514
8589, 3863
10648, 3842
13865, 2764
8557, 4192
11774, 3113
11608, 3444
10680, 3514
8589, 3863
10648, 3842
13865, 2764
8557, 4192
11774, 3113
11608, 3444
10680, 3514
8589, 3863
10648, 3842
13865, 2764
11774, 3113
11608, 3444
10680, 3514
