costo,tiempo
10366, 2171
15058, 1555
10366, 2171
15058, 1555
15032, 1595
11750, 1611
10579, 1906
10429, 2152
10579, 1906
10591, 1744
11674, 1634
10654, 1726
10654, 1726
11674, 1634
10429, 2152
11737, 1616
10591, 1744
15032, 1595
11750, 1611
10424, 2161
11737, 1616
10424, 2161
15058, 1555
10366, 2171
10579, 1906
10654, 1726
11674, 1634
10429, 2152
10591, 1744
15032, 1595
11750, 1611
11737, 1616
10424, 2161
10366, 2171
15058, 1555
10579, 1906
10654, 1726
11674, 1634
10429, 2152
10591, 1744
15032, 1595
11750, 1611
11737, 1616
10424, 2161
15058, 1555
10366, 2171
10579, 1906
10654, 1726
11674, 1634
10429, 2152
10591, 1744
15032, 1595
11750, 1611
11737, 1616
10424, 2161
10366, 2171
15058, 1555
10579, 1906
10654, 1726
11674, 1634
10429, 2152
10591, 1744
15032, 1595
11750, 1611
11737, 1616
10424, 2161
10366, 2171
15058, 1555
10579, 1906
10654, 1726
11674, 1634
10429, 2152
10591, 1744
15032, 1595
11750, 1611
11737, 1616
10424, 2161
10366, 2171
15058, 1555
10579, 1906
10654, 1726
11674, 1634
10429, 2152
10591, 1744
15032, 1595
11750, 1611
11737, 1616
10424, 2161
10366, 2171
15058, 1555
10579, 1906
10654, 1726
11674, 1634
10429, 2152
10591, 1744
15032, 1595
11750, 1611
11737, 1616
10424, 2161
10366, 2171
