costo,tiempo
15832, 6181
16445, 3383
16445, 3383
15832, 6181
16065, 5845
16311, 3676
16311, 3676
15999, 5938
15999, 5938
16445, 3383
15832, 6181
16311, 3676
15999, 5938
16445, 3383
15832, 6181
16311, 3676
15999, 5938
16445, 3383
15832, 6181
16311, 3676
15999, 5938
16445, 3383
15832, 6181
16311, 3676
15999, 5938
15832, 6181
16311, 3676
15999, 5938
15832, 6181
16311, 3676
15999, 5938
15832, 6181
16311, 3676
15999, 5938
15832, 6181
16311, 3676
15999, 5938
15832, 6181
16311, 3676
15999, 5938
15832, 6181
16311, 3676
15999, 5938
15832, 6181
16311, 3676
15999, 5938
15832, 6181
16311, 3676
15999, 5938
15832, 6181
16311, 3676
15999, 5938
15832, 6181
16311, 3676
15999, 5938
15832, 6181
16311, 3676
15832, 6181
16311, 3676
15832, 6181
16311, 3676
15832, 6181
16311, 3676
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
16311, 3676
16311, 3676
15832, 6181
16311, 3676
15832, 6181
16311, 3676
15999, 5938
15999, 5938
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
15832, 6181
