costo,tiempo
11968, 1811
7946, 4318
7946, 4318
11968, 1811
8357, 3112
10525, 1950
8357, 3112
10525, 1950
7993, 3761
10873, 1815
8250, 3463
8250, 3463
7993, 3761
10639, 1839
10873, 1815
10624, 1920
10574, 1941
10574, 1941
10639, 1839
10624, 1920
11968, 1811
7946, 4318
8357, 3112
10525, 1950
8250, 3463
7993, 3761
10873, 1815
10574, 1941
10639, 1839
10624, 1920
7946, 4318
11968, 1811
8357, 3112
10525, 1950
8250, 3463
7993, 3761
10639, 1839
10624, 1920
7946, 4318
11968, 1811
8357, 3112
10525, 1950
8250, 3463
7993, 3761
10639, 1839
10624, 1920
7946, 4318
11968, 1811
8357, 3112
10525, 1950
8250, 3463
7993, 3761
10639, 1839
10624, 1920
11968, 1811
7946, 4318
8357, 3112
10525, 1950
8250, 3463
7993, 3761
10639, 1839
10624, 1920
11968, 1811
7946, 4318
8357, 3112
10525, 1950
8250, 3463
7993, 3761
10624, 1920
10639, 1839
11968, 1811
7946, 4318
8357, 3112
10525, 1950
8250, 3463
7993, 3761
10624, 1920
10639, 1839
11968, 1811
7946, 4318
8357, 3112
10525, 1950
8250, 3463
7993, 3761
10624, 1920
10639, 1839
7946, 4318
11968, 1811
8357, 3112
8250, 3463
7993, 3761
10624, 1920
10639, 1839
7946, 4318
11968, 1811
8357, 3112
8250, 3463
7993, 3761
10624, 1920
10639, 1839
