0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152
0.0,20600.4,22414.4,13340.3,23795.6,18714.9,115655.6,17857.4,22153.3,23537.6,24974.9,22058.4,24651.2,22828.4,18917.4,24115.8,32726.2,12275.6,119958.5,86375.4,25993.8,199467.4,21232.3,16761.1,18188.6,502375.5,488570.6,489623.9,190913.8,22595.5,22865.8,23130.4,19006.4,23771.0,17579.0,24450.1,13456.1,22729.3,13017.0,24442.9,16492.7,23598.0,17064.3,22851.6,24074.5,24429.8,24625.7,374963.2,96734.3,263596.5,9651.6,9964.3,21179.0,24144.5,25722.7,23915.0,25831.5,115714.8,115615.7,120487.0,290667.9,311256.6,31961.5,10530.6,30621.7,6750.2,23160.9,24765.1,27522.1,24335.3,27709.3,21123.4,23788.7,28434.4,12282.1,22192.3,391253.1,258849.8,374779.0,15973.8,24080.5,25029.2,290778.4,373933.3,184627.8,185798.8,389268.5,291299.0,198543.7,320089.8,185215.6,292880.0,374260.6,29350.3,29429.3,16255.6,18497.3,32191.4,26325.3,17951.7,28083.5,22759.8,20284.4,24230.9,27895.5,29568.6,21514.2,33425.2,25004.4,27026.5,26232.3,28527.8,112820.8,98479.9,202506.2,146307.7,73049.2,12741.0,27965.7,613089.3,25484.1,26856.4,25004.8,18697.6,24895.3,127242.6,115137.1,105076.0,118681.7,118213.0,118590.8,95870.1,8365.9,11267.6,374855.0,46875.0,20113.2,84735.7,373728.8,325379.3,316523.0,415395.9,108934.5,97835.7,96660.0,103033.4,21865.3,24711.2,119838.5,98884.7,118785.6,113557.1,42704.4
20492.1,0.0,3229.4,9054.2,2765.5,2416.9,124275.4,3347.3,1552.9,3284.0,4583.3,1341.6,3705.6,2134.1,1709.3,3129.5,24534.9,8483.8,128578.2,94995.2,5602.2,183830.8,3005.2,3804.9,3005.7,509643.1,493096.8,494150.1,195440.0,1878.7,2422.7,2138.7,2558.8,2414.4,3964.1,3450.2,7728.8,1891.7,8280.4,2943.6,4439.2,2881.2,4180.2,2134.8,3021.9,3241.0,4259.7,394609.9,98825.9,283243.2,11292.6,12110.9,2245.5,3427.7,5540.4,3746.6,5482.4,124334.6,124235.5,129106.7,285691.7,315782.8,23770.3,30177.3,24718.9,17333.1,2721.6,4070.9,8350.9,4002.9,14909.8,2360.0,6422.9,41565.1,14313.0,3503.4,398520.6,243213.2,394425.7,6313.6,6259.3,8067.1,285802.2,393580.0,191895.3,194418.6,396536.1,286322.8,182907.1,324615.9,192483.2,287903.8,378786.8,17297.2,17616.1,5119.9,11063.8,13020.3,11383.3,4628.1,10446.7,2138.5,1856.5,7432.5,9990.5,12284.0,3936.2,16356.3,6119.6,12084.4,7658.9,8971.4,121440.6,118126.6,186869.6,130671.1,57412.6,24072.0,19774.5,620356.8,5661.7,6660.9,5182.4,4428.9,11489.7,135862.4,123756.9,113695.8,127301.5,126832.8,127210.5,98839.4,18305.7,30914.3,379381.2,54142.5,6200.3,93355.4,378255.0,320403.2,323790.6,435042.6,116202.1,105103.3,103927.5,110300.9,2690.9,5536.8,128458.3,106152.2,127405.4,122176.8,37113.7
21938.9,3000.7,0.0,10413.9,3215.3,3595.4,125722.1,5950.7,1354.1,1708.1,3145.4,2550.9,2784.6,2981.3,4425.5,3353.0,22804.8,9930.6,130025.0,96442.0,4164.3,181878.1,2321.0,5483.1,4252.1,507690.4,491144.2,492197.4,193487.3,2407.3,1033.7,2081.8,3251.4,1939.0,6567.4,2573.1,9175.6,2545.7,9727.2,2610.9,5131.9,3076.7,5996.1,2783.2,2873.8,2597.7,2796.2,396056.7,96873.3,284690.0,12739.4,13557.7,1275.1,3785.4,3935.2,2127.4,4044.0,125781.4,125682.3,130553.5,283739.0,313830.2,22040.1,31624.1,22988.7,18779.9,1332.6,4009.2,6398.3,2505.8,13179.6,1881.8,3863.0,43011.9,14036.3,2819.2,396568.0,241260.5,395872.5,8563.9,3699.3,5315.5,283849.5,395026.8,189942.7,195865.4,394583.5,284370.1,180954.4,322663.3,190530.6,285951.2,376834.2,15567.0,19971.4,5812.6,9877.2,11067.6,9653.1,4058.2,8494.1,927.7,2100.1,4624.9,8037.9,10331.4,2997.6,14403.6,4167.0,10354.2,5706.2,7018.7,122887.4,119573.4,184917.0,128718.4,55459.9,25518.8,18044.3,618404.1,3696.6,5068.9,3217.3,3691.3,9759.5,137309.2,125203.7,115142.5,128748.3,128279.6,128657.3,96886.8,19752.5,32361.1,377428.5,52189.9,5630.4,94802.2,376302.3,318450.5,321838.0,436489.4,114249.4,103150.7,101974.9,108348.3,1046.1,3584.1,129905.1,104199.6,128852.2,123623.6,35161.0
13179.5,9035.2,10753.8,0.0,11714.6,7054.4,116962.8,5911.0,10588.1,11877.1,13314.4,9977.4,12990.6,10747.3,7366.2,12034.7,30452.5,1449.6,121265.7,87682.6,14333.3,191303.1,9571.7,5100.6,6528.1,517115.4,500569.1,501622.4,202912.3,10514.5,11205.3,11049.3,7345.8,11662.1,5233.2,12789.6,1258.1,10648.3,686.7,11814.8,7194.1,11516.9,4017.6,10770.5,11993.5,12212.6,12965.2,387297.3,106298.2,275930.7,3980.1,4566.5,9518.5,12063.4,14062.2,12254.4,14171.0,117022.0,116922.9,121794.2,293164.0,323255.1,29687.8,22864.8,30636.4,9954.1,11500.4,12684.1,15823.2,12674.8,20827.3,9462.9,12340.4,34252.5,18859.2,10531.8,405992.9,250685.5,387113.1,2453.6,12176.8,13984.6,293274.5,386267.4,199367.6,187106.0,404008.4,293795.1,190379.4,332088.3,199955.5,295376.2,386259.1,23214.7,23533.6,6957.1,13230.4,20492.6,17300.8,9305.9,17919.0,11099.2,8623.9,13350.0,17373.1,19756.3,9853.7,23828.6,13305.6,18001.9,15131.2,16443.7,114128.0,110814.1,194341.9,138143.4,64884.9,16693.1,25692.0,627829.1,13823.6,15195.9,13344.3,9549.1,17407.2,128549.9,116444.4,106383.2,119988.9,119520.2,119898.0,106311.7,10926.7,23601.8,386853.5,61614.8,9041.3,86042.9,385727.3,327875.5,331262.9,427730.0,123674.4,112575.6,111399.9,117773.2,10204.8,13050.6,121145.7,113624.5,120092.8,114864.3,44586.0
23345.9,2255.5,3273.0,11146.6,0.0,4672.4,127129.2,5439.8,1693.8,3141.6,4060.8,1618.5,2504.7,605.5,3967.2,937.3,34577.0,11337.6,131432.0,97849.0,5370.2,185301.0,4713.0,6541.8,5479.6,511113.3,494567.0,495620.3,196910.2,1289.8,2466.3,1135.1,4814.2,1780.1,6056.6,2081.5,10582.6,954.3,11134.2,1404.0,6694.7,891.6,6900.6,812.0,1252.9,1494.2,3829.0,397463.7,100296.1,286097.0,14146.4,14964.7,3667.1,1438.1,5414.7,3604.2,5340.1,127188.4,127089.3,131960.5,287161.9,317253.0,33818.7,33031.1,34760.9,20186.9,2765.2,2052.4,8195.4,3538.4,15769.9,4096.1,6453.3,44418.9,16428.4,5211.2,399990.8,244683.4,397279.5,8406.0,6289.6,7905.8,287272.4,396433.8,193365.5,197272.4,398006.3,287793.0,184377.3,326086.2,193953.4,289374.1,380257.0,23296.1,23394.3,7375.4,12269.2,14490.5,12243.4,6450.3,10361.5,2182.1,4314.4,7215.2,9905.3,13754.2,5389.6,17826.5,6760.3,12944.5,8299.6,8815.8,124294.4,120980.4,188339.8,132141.3,58882.8,26925.9,20634.6,621827.0,5542.1,6452.8,5062.8,6083.3,12349.8,138716.2,126610.7,116549.6,130155.3,129686.6,130064.3,100309.6,21159.5,33768.1,380851.4,55612.8,8022.4,96209.2,379725.2,321873.4,325260.8,437896.4,117672.3,106573.5,105397.8,111771.2,3331.6,6247.1,131312.1,107622.5,130259.2,125030.6,38583.9
18981.5,2877.1,3942.8,7456.5,5642.6,0.0,122764.8,2835.2,4714.7,5066.1,6503.4,4218.7,6179.6,5386.2,1978.6,6713.6,23641.4,6973.2,127067.6,93484.6,7522.2,184492.0,2760.7,2525.7,1271.1,510304.3,493758.1,494811.3,196101.2,4755.9,4394.3,5442.4,534.8,5299.5,3863.0,5978.6,6218.2,5287.2,6769.8,5971.4,2169.0,6437.2,3038.7,5011.9,6234.4,5958.3,6154.2,393099.3,99487.2,281732.6,9782.0,10600.3,2707.4,6304.8,7251.1,5443.4,7359.9,122824.0,122724.9,127596.1,286352.9,316444.1,22876.7,28666.7,23825.3,15822.5,4689.3,7322.9,9012.2,5863.7,14016.3,2651.8,5529.4,40054.5,12006.7,3720.7,399181.9,243874.5,392915.1,5606.5,5365.7,7173.5,286463.4,392069.4,192556.6,192908.0,397197.4,286984.0,183568.3,325277.2,193144.5,288565.1,379448.1,16403.7,16722.6,2849.8,8432.8,13681.5,10489.7,2248.7,11108.0,4288.2,1812.8,6539.0,10562.0,12945.3,3042.6,17017.6,6494.5,11190.9,8320.2,9632.6,119930.0,116616.0,187530.9,131332.3,58073.8,22561.4,18880.9,621018.1,7012.5,8384.9,6533.2,2434.3,10596.2,134351.8,122246.3,112185.1,125790.9,125322.2,125699.9,99500.7,16795.1,29403.7,380042.4,54803.8,3894.0,91844.8,378916.3,321064.4,324451.9,433532.0,116863.3,105764.6,104588.8,110962.2,3393.7,6239.6,126947.7,106813.5,125894.8,120666.2,37774.9
117104.6,122891.3,124705.2,115703.4,126086.5,121005.7,0.0,120148.3,124444.2,125828.5,127265.8,124349.3,126942.0,125119.2,121208.3,126406.7,141004.4,114566.4,6073.7,35639.3,137429.2,312621.1,131626.0,119051.9,120479.4,602347.4,588542.6,589595.8,290885.7,124886.4,125156.7,125421.2,121297.2,126061.9,119869.9,126741.0,115747.0,125020.2,115307.9,126733.8,120428.6,125888.8,119355.2,125142.5,126365.4,126720.7,126916.6,324814.3,196706.3,213447.6,113587.5,111397.4,123469.9,126435.4,137147.6,126205.8,137114.3,169.3,1289.2,6355.7,390639.8,411228.6,140239.7,106165.4,138900.0,105663.4,125451.8,127056.0,135800.3,126626.1,135987.5,123414.3,132067.0,84419.1,120560.3,132042.5,491225.0,372003.5,324630.0,118264.7,132358.7,133307.4,390750.3,323784.4,284599.7,85590.2,489240.5,391270.9,311697.4,420061.7,285187.6,392852.0,474232.6,137628.5,137707.5,130234.5,126775.5,140469.6,134603.6,129963.6,136361.8,125050.6,122575.2,132509.2,136173.8,137846.9,131218.0,141703.4,133282.7,135304.7,134510.5,136806.0,4290.1,77983.2,315660.0,259461.4,181327.4,98974.8,136243.9,713061.1,135585.3,138139.3,135621.2,130548.6,133173.5,11026.5,4952.0,11258.6,15398.7,15724.2,3045.3,195842.0,104699.3,105923.8,474827.0,146846.9,128391.5,35717.3,473700.8,425351.3,416495.0,365246.9,208906.4,197807.7,196631.9,203005.3,124156.1,134284.3,4293.0,198856.6,10576.0,2758.8,163166.4
17929.7,3373.3,6093.4,5971.5,6052.6,2393.9,121712.9,0.0,4926.2,7216.7,8654.0,4315.4,7204.4,5085.4,1704.2,6372.8,25947.4,5921.4,126015.8,92432.8,9672.8,186798.0,5066.7,1102.0,1867.6,512610.3,496064.1,497117.3,198407.2,4852.5,5966.2,5387.4,2685.4,6000.2,690.9,6781.1,5166.4,4986.4,5718.0,6152.8,3336.9,5855.0,1460.8,5108.6,6331.5,6550.7,8304.8,392047.4,101793.2,280680.8,8730.2,9548.4,4858.1,6401.5,9401.7,7594.0,9510.6,121772.2,121673.0,126544.3,288658.9,318750.1,25182.7,27614.9,26131.3,14770.7,6840.0,7022.1,11318.2,8014.4,16322.3,4802.5,7835.3,39002.6,12879.0,6026.7,401487.9,246180.4,391863.3,2641.6,7671.7,9479.5,288769.4,391017.6,194862.6,191856.1,399503.3,289290.0,185874.3,327583.2,195450.5,290871.1,381754.1,18709.7,19028.5,3099.9,9373.2,15987.5,12795.7,4645.5,13414.0,5608.1,3963.4,8845.0,12868.0,15251.3,5348.6,19323.5,8800.5,13496.9,10626.1,11938.6,118878.1,115564.2,189836.9,133638.3,60379.8,21509.6,21186.9,623324.1,9163.2,10535.5,8683.9,4888.6,12902.2,133300.0,121194.5,111133.3,124739.0,124270.3,124648.1,101806.7,15743.3,28351.9,382348.4,57109.8,5184.0,90793.0,381222.3,323370.4,326757.8,432480.1,119169.3,108070.5,106894.8,113268.2,5544.3,8390.2,125895.8,109119.5,124843.0,119614.4,40080.9
22477.9,1552.9,1676.5,10953.0,2189.4,3998.3,126261.2,4900.2,0.0,1731.1,3030.4,1290.4,2254.4,1756.9,3262.2,2467.9,23798.5,10469.7,130564.1,96981.1,4049.3,182264.7,3133.8,6022.2,4791.2,508077.0,491530.7,492583.9,193873.9,1182.9,869.8,1169.9,3790.5,963.3,5517.0,1862.7,9714.7,1321.3,10266.3,1725.7,5671.0,2191.5,5733.1,1558.8,1988.6,1891.7,2706.8,396595.8,97259.9,285229.1,13278.5,14096.7,2185.9,2851.7,3987.5,2193.7,3929.5,126320.5,126221.3,131092.6,284125.6,314216.7,23033.8,32163.2,23982.4,19319.0,1168.7,3303.2,6784.8,2449.9,14173.4,2923.4,4856.7,43550.9,15077.9,3593.8,396954.6,241647.1,396411.6,7866.5,4693.1,6309.3,284236.1,395565.9,190329.3,196404.4,394970.0,284756.7,181341.0,323049.8,190917.1,286337.8,377220.7,16560.8,20358.0,6351.7,10918.8,11454.2,10646.8,5099.8,8951.0,585.6,3141.7,5618.7,8494.8,10717.9,4039.2,14790.2,5163.8,11348.0,6703.1,7405.3,123426.4,120112.5,185303.5,129105.0,55846.5,26057.9,19038.0,618790.7,4108.8,5107.9,3629.5,4732.9,10753.3,137848.3,125742.8,115681.6,129287.3,128818.6,129196.4,97273.4,20291.6,32900.2,377815.1,52576.4,6672.0,95341.3,376688.9,318837.1,322224.5,437028.4,114636.0,103537.2,102361.5,108734.9,1735.1,4580.9,130444.1,104586.2,129391.3,124162.7,35547.6
23861.6,3839.7,1922.7,12336.6,3280.0,5518.1,127644.9,7873.4,2286.8,0.0,1651.3,3483.6,1300.1,3870.0,6348.2,3256.4,29926.8,11853.3,131947.7,98364.7,2644.3,180650.8,3600.6,7405.8,6174.8,506463.1,489916.8,490970.1,192260.0,3340.0,1648.9,3076.6,5174.1,2203.3,8490.1,1712.2,11098.3,3478.4,11649.9,2622.2,7054.6,3042.4,7918.8,3260.1,2839.5,2363.7,1302.1,397979.4,95646.0,286612.7,14662.1,15480.4,3197.8,3551.3,2387.5,579.8,2329.5,127704.1,127605.0,132476.3,282511.7,312602.8,29168.5,33546.8,30110.7,20702.6,1462.9,3775.1,5170.9,1023.8,13623.7,3804.5,4763.7,44934.6,14897.8,4008.8,395340.7,240033.2,397795.2,10486.6,4823.6,5655.9,282622.2,396949.5,188715.3,197788.1,393356.1,283142.8,179727.1,321435.9,189303.2,284723.8,375606.8,18645.9,18744.1,7735.3,10823.5,9840.3,9179.7,5212.9,7337.1,1987.4,4022.8,5065.4,6880.9,9104.0,4920.3,13176.3,4616.1,9786.4,5189.0,5791.4,124810.1,121496.1,183689.6,127491.1,54232.6,27441.5,18488.3,617176.8,2494.9,3494.0,2015.6,5614.0,10203.6,139231.9,127126.4,117065.3,130671.0,130202.3,130580.0,95659.5,21675.2,34283.8,376201.2,50962.5,6785.1,96724.9,375075.0,317223.2,320610.6,438412.1,113022.1,101923.3,100747.6,107121.0,2555.2,3238.3,131827.8,102972.3,130774.9,125546.3,33933.7
