costo,tiempo
7881, 5380
9686, 1492
9686, 1492
7881, 5380
8080, 4068
9130, 2660
8813, 2671
7996, 5339
8022, 4798
8022, 4798
9272, 2078
8155, 3906
8221, 3486
9206, 2497
8474, 2979
9545, 1652
9347, 1915
9470, 1814
8635, 2900
8399, 3142
8296, 3323
8672, 2831
8296, 3323
8399, 3142
9545, 1652
8813, 2671
9272, 2078
9206, 2497
8221, 3486
8155, 3906
8080, 4068
9470, 1814
9347, 1915
8474, 2979
8672, 2831
9130, 2660
8635, 2900
7996, 5339
7881, 5380
9686, 1492
8022, 4798
8296, 3323
8399, 3142
9545, 1652
8813, 2671
9272, 2078
9206, 2497
8221, 3486
8155, 3906
8080, 4068
9470, 1814
9347, 1915
8474, 2979
8672, 2831
9130, 2660
8635, 2900
7996, 5339
9686, 1492
7881, 5380
8022, 4798
8296, 3323
8399, 3142
9545, 1652
8813, 2671
9272, 2078
9206, 2497
8221, 3486
8155, 3906
8080, 4068
9470, 1814
9347, 1915
8474, 2979
8672, 2831
8635, 2900
7996, 5339
7881, 5380
8022, 4798
8296, 3323
8399, 3142
9545, 1652
9206, 2497
9272, 2078
8221, 3486
8155, 3906
8080, 4068
9470, 1814
9347, 1915
8474, 2979
8672, 2831
8635, 2900
7996, 5339
7881, 5380
8022, 4798
8296, 3323
8399, 3142
9545, 1652
9206, 2497
9272, 2078
8221, 3486
8155, 3906
8080, 4068
9470, 1814
9347, 1915
8474, 2979
8672, 2831
8635, 2900
7996, 5339
7881, 5380
8155, 3906
9545, 1652
9470, 1814
8672, 2831
8296, 3323
7996, 5339
8155, 3906
9545, 1652
9470, 1814
8672, 2831
7996, 5339
8155, 3906
9545, 1652
9470, 1814
8672, 2831
7996, 5339
8155, 3906
9545, 1652
9470, 1814
8672, 2831
7996, 5339
8155, 3906
9545, 1652
9470, 1814
8672, 2831
7996, 5339
8155, 3906
9545, 1652
8672, 2831
7996, 5339
8672, 2831
7996, 5339
8672, 2831
7996, 5339
7996, 5339
7996, 5339
7996, 5339
7996, 5339
7996, 5339
7996, 5339
8672, 2831
9470, 1814
8672, 2831
9347, 1915
7881, 5380
8155, 3906
8155, 3906
9272, 2078
8635, 2900
9545, 1652
9545, 1652
8672, 2831
9545, 1652
7881, 5380
7996, 5339
8672, 2831
7996, 5339
7996, 5339
9206, 2497
9545, 1652
8155, 3906
8296, 3323
9470, 1814
8155, 3906
7996, 5339
9470, 1814
8635, 2900
8296, 3323
7996, 5339
8635, 2900
9347, 1915
8296, 3323
8155, 3906
7881, 5380
9545, 1652
8155, 3906
8080, 4068
8221, 3486
9470, 1814
9272, 2078
8155, 3906
9470, 1814
9470, 1814
9272, 2078
7881, 5380
9272, 2078
7881, 5380
9470, 1814
9272, 2078
8635, 2900
7996, 5339
9545, 1652
