costo,tiempo
9982, 1149
9006, 3805
9006, 3805
9982, 1149
9110, 1984
9016, 3442
9703, 1382
9016, 3442
9507, 1392
9284, 1846
9491, 1419
9359, 1485
9153, 1912
9946, 1162
9834, 1242
9808, 1287
9703, 1382
9946, 1162
9333, 1530
9323, 1665
9297, 1710
9808, 1287
9491, 1419
9834, 1242
9284, 1846
9359, 1485
9153, 1912
9299, 1683
9297, 1710
9126, 1957
9507, 1392
9313, 1672
9333, 1530
9819, 1262
9349, 1492
9143, 1919
9824, 1249
9313, 1672
9819, 1262
9127, 1946
9343, 1512
9137, 1939
9323, 1665
9126, 1957
9343, 1512
9344, 1505
9138, 1932
9824, 1249
9143, 1919
9349, 1492
9138, 1932
9344, 1505
9299, 1683
9137, 1939
9127, 1946
9006, 3805
9982, 1149
9016, 3442
9703, 1382
9946, 1162
9808, 1287
9491, 1419
9834, 1242
9284, 1846
9359, 1485
9153, 1912
9297, 1710
9507, 1392
9333, 1530
9313, 1672
9819, 1262
9323, 1665
9126, 1957
9343, 1512
9824, 1249
9143, 1919
9349, 1492
9138, 1932
9344, 1505
9137, 1939
9127, 1946
9006, 3805
9982, 1149
9016, 3442
9126, 1957
9703, 1382
9808, 1287
9491, 1419
9834, 1242
9284, 1846
9359, 1485
9153, 1912
9297, 1710
9507, 1392
9333, 1530
9313, 1672
9819, 1262
9323, 1665
9143, 1919
9824, 1249
9349, 1492
9138, 1932
9344, 1505
9137, 1939
9127, 1946
9006, 3805
9982, 1149
9126, 1957
9703, 1382
9808, 1287
9491, 1419
9834, 1242
9284, 1846
9359, 1485
9153, 1912
9297, 1710
9507, 1392
9333, 1530
9313, 1672
9819, 1262
9323, 1665
9824, 1249
9143, 1919
9349, 1492
9138, 1932
9344, 1505
9137, 1939
9127, 1946
9006, 3805
9982, 1149
9126, 1957
9703, 1382
9808, 1287
9834, 1242
9284, 1846
9359, 1485
9153, 1912
9297, 1710
9507, 1392
9333, 1530
9313, 1672
9819, 1262
9323, 1665
9824, 1249
9143, 1919
9349, 1492
9344, 1505
9137, 1939
9127, 1946
9006, 3805
9982, 1149
9126, 1957
9703, 1382
9808, 1287
9834, 1242
9284, 1846
9359, 1485
9153, 1912
9297, 1710
9507, 1392
9333, 1530
9313, 1672
9819, 1262
9323, 1665
9824, 1249
9143, 1919
9349, 1492
9344, 1505
9137, 1939
9127, 1946
9006, 3805
9982, 1149
9126, 1957
9703, 1382
9808, 1287
9834, 1242
9284, 1846
9359, 1485
9153, 1912
9297, 1710
9507, 1392
9333, 1530
9313, 1672
9819, 1262
9323, 1665
9143, 1919
9824, 1249
9349, 1492
9344, 1505
9137, 1939
9127, 1946
9982, 1149
9126, 1957
9703, 1382
9808, 1287
9834, 1242
9284, 1846
9359, 1485
9153, 1912
9297, 1710
