costo,tiempo
8516, 827
6243, 5553
6243, 5553
8516, 827
8420, 980
7560, 1207
6610, 1713
6319, 4225
6279, 5409
6890, 1596
7463, 1360
6563, 2792
6361, 4123
6419, 3138
6890, 1596
6747, 1712
6518, 2957
7463, 1360
7560, 1207
8420, 980
6279, 5409
6361, 4123
6563, 2792
6319, 4225
6549, 2901
6824, 1628
6419, 3138
6463, 3016
7465, 1337
8472, 951
7516, 1331
8422, 957
6788, 1681
8515, 850
8474, 928
7558, 1230
7517, 1308
6421, 3117
6462, 3037
6610, 1713
6549, 2901
6747, 1712
6421, 3117
6462, 3037
7517, 1308
7558, 1230
8474, 928
8515, 850
6788, 1681
6808, 1656
6824, 1628
6463, 3016
6808, 1656
8422, 957
8472, 951
7465, 1337
7516, 1331
6243, 5553
8516, 827
6890, 1596
7463, 1360
7560, 1207
8420, 980
6361, 4123
6563, 2792
6319, 4225
6419, 3138
6610, 1713
6549, 2901
6747, 1712
6421, 3117
6462, 3037
7517, 1308
7558, 1230
8474, 928
8515, 850
6788, 1681
6824, 1628
6463, 3016
6808, 1656
8422, 957
8472, 951
7465, 1337
7516, 1331
8516, 827
6243, 5553
6890, 1596
7463, 1360
7560, 1207
8420, 980
6361, 4123
6563, 2792
6319, 4225
6419, 3138
6610, 1713
6549, 2901
6747, 1712
6421, 3117
6462, 3037
7517, 1308
7558, 1230
8474, 928
8515, 850
6788, 1681
6824, 1628
6463, 3016
6808, 1656
8422, 957
8472, 951
7465, 1337
7516, 1331
6243, 5553
8516, 827
6890, 1596
7463, 1360
7560, 1207
8420, 980
6361, 4123
6563, 2792
6319, 4225
6419, 3138
6610, 1713
6549, 2901
6747, 1712
6421, 3117
6462, 3037
7517, 1308
7558, 1230
8474, 928
8515, 850
6788, 1681
6824, 1628
6463, 3016
6808, 1656
8422, 957
8472, 951
7465, 1337
7516, 1331
6243, 5553
8516, 827
6890, 1596
7463, 1360
7560, 1207
8420, 980
6361, 4123
6563, 2792
6319, 4225
6419, 3138
6610, 1713
6549, 2901
6747, 1712
6421, 3117
6462, 3037
7517, 1308
7558, 1230
8474, 928
8515, 850
6788, 1681
6824, 1628
6463, 3016
6808, 1656
8422, 957
8472, 951
7465, 1337
7516, 1331
6243, 5553
8516, 827
6890, 1596
7463, 1360
7560, 1207
8420, 980
6361, 4123
6563, 2792
6319, 4225
6419, 3138
6610, 1713
6549, 2901
6747, 1712
6421, 3117
6462, 3037
7517, 1308
7558, 1230
8474, 928
8515, 850
6788, 1681
6824, 1628
6463, 3016
6808, 1656
8422, 957
8472, 951
7465, 1337
7516, 1331
6243, 5553
8516, 827
6890, 1596
7463, 1360
7560, 1207
8420, 980
6361, 4123
6563, 2792
