costo,tiempo
6955, 1223
7888, 923
6955, 1223
7888, 923
7203, 1025
7640, 997
7126, 1131
7654, 991
7654, 991
7081, 1157
6969, 1218
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
6955, 1223
7888, 923
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
7888, 923
6955, 1223
7654, 991
7081, 1157
7203, 1025
6969, 1218
7640, 997
7126, 1131
7113, 1136
6955, 1223
7654, 991
7081, 1157
6969, 1218
7640, 997
7126, 1131
7113, 1136
6955, 1223
7654, 991
7081, 1157
6969, 1218
7126, 1131
7113, 1136
7640, 997
6955, 1223
7654, 991
7081, 1157
6969, 1218
7126, 1131
7113, 1136
