costo,tiempo
10690, 815
8425, 2024
8425, 2024
10690, 815
10145, 1357
9252, 1462
8563, 1934
8596, 1614
10311, 1238
10316, 948
9252, 1462
10145, 1357
8996, 1499
8520, 2000
8563, 1934
10344, 919
10511, 861
10482, 886
10215, 1316
9210, 1476
9177, 1493
8691, 1590
8733, 1582
9114, 1495
10282, 1267
10386, 905
10648, 829
8954, 1513
8859, 1532
10553, 847
10282, 1267
10174, 1328
10215, 1316
8775, 1568
8817, 1545
8638, 1601
8859, 1532
8954, 1513
10553, 847
10648, 829
10386, 905
8479, 2012
9114, 1495
8775, 1568
8817, 1545
8520, 2000
10482, 886
8479, 2012
8638, 1601
8596, 1614
