costo,tiempo
5967, 1552
6563, 279
6563, 279
5967, 1552
6101, 1356
6160, 412
6264, 319
6449, 286
6449, 283
5997, 1448
6160, 412
6207, 338
6044, 1375
6264, 319
6101, 1356
5997, 1448
6044, 1375
6207, 338
6449, 286
6449, 283
5967, 1552
6563, 279
6160, 412
6264, 319
6101, 1356
5997, 1448
6044, 1375
6207, 338
6449, 286
6449, 283
5967, 1552
6563, 279
6160, 412
6264, 319
6101, 1356
5997, 1448
6044, 1375
6207, 338
6449, 286
6449, 283
6563, 279
5967, 1552
6160, 412
6264, 319
6101, 1356
5997, 1448
6044, 1375
6207, 338
6449, 286
6449, 283
6563, 279
5967, 1552
6160, 412
6264, 319
6101, 1356
5997, 1448
6044, 1375
6207, 338
6449, 286
6449, 283
6563, 279
5967, 1552
6160, 412
6264, 319
6101, 1356
5997, 1448
6044, 1375
6207, 338
6449, 286
6449, 283
6563, 279
5967, 1552
6160, 412
6264, 319
6101, 1356
5997, 1448
6044, 1375
6207, 338
6449, 286
6449, 283
6563, 279
5967, 1552
6160, 412
6264, 319
6101, 1356
5997, 1448
6044, 1375
6207, 338
6449, 286
6449, 283
6563, 279
5967, 1552
6160, 412
6264, 319
6101, 1356
5997, 1448
6044, 1375
6207, 338
6449, 286
6449, 283
