costo,tiempo
8233, 628
6589, 4436
6589, 4436
8233, 628
6648, 2084
7879, 667
6628, 4284
6932, 1460
7879, 667
6932, 1460
8128, 633
6812, 1618
6704, 1994
6812, 1618
8128, 633
6704, 1994
6920, 1470
6869, 1529
6648, 2084
6628, 4284
6692, 2005
6857, 1539
6857, 1539
6692, 2005
6622, 4355
6869, 1529
6920, 1470
6604, 4413
6607, 4378
6622, 4355
6604, 4413
6607, 4378
8233, 628
6589, 4436
7879, 667
6932, 1460
6812, 1618
8128, 633
6704, 1994
6648, 2084
6628, 4284
6857, 1539
6692, 2005
6869, 1529
6920, 1470
6622, 4355
6604, 4413
6607, 4378
8233, 628
6589, 4436
7879, 667
6932, 1460
6812, 1618
8128, 633
6704, 1994
6648, 2084
6628, 4284
6857, 1539
6692, 2005
6869, 1529
6920, 1470
6622, 4355
6604, 4413
6607, 4378
8233, 628
6589, 4436
7879, 667
6932, 1460
6812, 1618
8128, 633
6704, 1994
6648, 2084
6628, 4284
6857, 1539
6692, 2005
6869, 1529
6920, 1470
6622, 4355
6604, 4413
6607, 4378
6589, 4436
8233, 628
7879, 667
6932, 1460
6812, 1618
8128, 633
6704, 1994
6648, 2084
6628, 4284
6857, 1539
6692, 2005
6869, 1529
6920, 1470
6622, 4355
6604, 4413
6607, 4378
6589, 4436
8233, 628
7879, 667
6932, 1460
