costo,tiempo
13121, 1024
7778, 4077
13121, 1024
7778, 4077
10367, 1086
7984, 3534
8143, 2289
9798, 1516
8712, 1897
7888, 3537
8712, 1897
9798, 1516
9892, 1420
8308, 2034
8268, 2217
10360, 1131
9963, 1262
10107, 1131
8143, 2289
8482, 1928
9892, 1420
7984, 3534
10012, 1227
10057, 1165
8237, 2232
9963, 1262
8237, 2232
10367, 1086
7888, 3537
10057, 1165
10012, 1227
8357, 2000
8308, 2034
8357, 2000
8482, 1928
8402, 1977
8402, 1977
8433, 1963
8451, 1943
8268, 2217
10107, 1131
8451, 1943
8433, 1963
10360, 1131
13121, 1024
7778, 4077
8712, 1897
9798, 1516
8143, 2289
9892, 1420
7984, 3534
9963, 1262
8237, 2232
10367, 1086
7888, 3537
10057, 1165
10012, 1227
8308, 2034
8357, 2000
8482, 1928
8402, 1977
8268, 2217
10107, 1131
8451, 1943
8433, 1963
10360, 1131
13121, 1024
7778, 4077
8712, 1897
9798, 1516
8143, 2289
9892, 1420
7984, 3534
9963, 1262
8237, 2232
10367, 1086
7888, 3537
10057, 1165
10012, 1227
8308, 2034
8357, 2000
8482, 1928
8402, 1977
8268, 2217
10107, 1131
8451, 1943
8433, 1963
10360, 1131
13121, 1024
7778, 4077
8712, 1897
9798, 1516
8143, 2289
9892, 1420
7984, 3534
9963, 1262
8237, 2232
10367, 1086
7888, 3537
10057, 1165
