costo,tiempo
8682, 2549
11875, 1714
11875, 1714
8682, 2549
9017, 2264
11433, 1810
11433, 1810
9017, 2264
8961, 2270
8958, 2410
8932, 2484
11724, 1797
8691, 2498
8949, 2420
11593, 1809
11724, 1797
8822, 2486
8794, 2487
11622, 1807
11696, 1798
8794, 2487
11696, 1798
11622, 1807
8691, 2498
8949, 2420
8958, 2410
8822, 2486
8961, 2270
8932, 2484
11599, 1808
11599, 1808
11593, 1809
8682, 2549
11875, 1714
11433, 1810
9017, 2264
11724, 1797
8794, 2487
11696, 1798
11622, 1807
8691, 2498
8949, 2420
8958, 2410
8822, 2486
8961, 2270
8932, 2484
11599, 1808
11593, 1809
11875, 1714
8682, 2549
11433, 1810
11724, 1797
8794, 2487
11696, 1798
11622, 1807
8691, 2498
8949, 2420
8958, 2410
8822, 2486
8961, 2270
8932, 2484
11599, 1808
11593, 1809
11875, 1714
8682, 2549
11433, 1810
11724, 1797
8794, 2487
11696, 1798
11622, 1807
8691, 2498
8949, 2420
8958, 2410
8822, 2486
8961, 2270
8932, 2484
11599, 1808
11593, 1809
8682, 2549
11433, 1810
11724, 1797
8794, 2487
11696, 1798
11622, 1807
8691, 2498
8949, 2420
8958, 2410
8932, 2484
11599, 1808
11593, 1809
8682, 2549
11433, 1810
11724, 1797
8794, 2487
11696, 1798
11622, 1807
8691, 2498
8949, 2420
8958, 2410
8932, 2484
