costo,tiempo
9024, 6203
11048, 1377
9024, 6203
11048, 1377
9123, 2475
10131, 1535
10344, 1397
10131, 1535
9123, 2475
10344, 1397
11048, 1377
9024, 6203
9123, 2475
10344, 1397
9024, 6203
11048, 1377
9123, 2475
10344, 1397
11048, 1377
9024, 6203
9123, 2475
10344, 1397
9024, 6203
11048, 1377
9123, 2475
10344, 1397
11048, 1377
9024, 6203
9123, 2475
10344, 1397
9024, 6203
11048, 1377
10344, 1397
9123, 2475
11048, 1377
10344, 1397
9123, 2475
10344, 1397
9123, 2475
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
9123, 2475
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
10344, 1397
