costo,tiempo
6068, 4478
12177, 1694
12177, 1694
6068, 4478
11232, 2222
10489, 2259
8627, 2839
6735, 3655
9310, 2774
7066, 3640
10295, 2281
7288, 3537
11488, 1971
10288, 2446
11922, 1944
6732, 3844
10145, 2491
9774, 2576
7354, 3387
7674, 3196
7521, 3274
9476, 2661
10145, 2491
9774, 2576
6082, 4370
6574, 3913
6082, 4370
6315, 4107
7288, 3537
6146, 4243
10489, 2259
6407, 4025
7066, 3640
8182, 3088
7492, 3365
9448, 2753
6287, 4199
6546, 4004
7674, 3196
12085, 1761
9310, 2774
11396, 2038
8221, 2964
8210, 2997
7882, 3153
6315, 4107
8363, 2918
8363, 2918
11482, 2024
7521, 3274
8041, 3132
8627, 2839
11936, 1867
11246, 2144
8466, 2891
9627, 2600
6668, 3867
9476, 2661
9634, 2593
12085, 1761
12069, 1856
11380, 2133
6668, 3867
9627, 2600
11389, 2098
12078, 1821
7902, 3153
8466, 2891
6574, 3913
6148, 4220
8043, 3109
11930, 1919
11241, 2197
6146, 4243
7882, 3153
8221, 2964
10288, 2446
8571, 2876
8210, 2997
8591, 2875
6407, 4025
8119, 3109
7430, 3386
6224, 4219
9385, 2773
6483, 4024
11232, 2222
11303, 2141
11993, 1863
12078, 1821
11389, 2098
11303, 2141
11993, 1863
7437, 3379
9393, 2766
8126, 3102
6231, 4212
6491, 4017
7354, 3387
11922, 1944
7902, 3153
11488, 1971
11241, 2197
11930, 1919
9448, 2753
6546, 4004
8182, 3088
7492, 3365
6287, 4199
10295, 2281
8571, 2876
6732, 3844
8041, 3132
9634, 2593
11396, 2038
11482, 2024
6491, 4017
6231, 4212
8126, 3102
9393, 2766
7437, 3379
6735, 3655
8591, 2875
12069, 1856
11380, 2133
11936, 1867
11246, 2144
6224, 4219
8119, 3109
9385, 2773
7430, 3386
6483, 4024
6148, 4220
8043, 3109
6068, 4478
12177, 1694
10145, 2491
9774, 2576
6082, 4370
7288, 3537
10489, 2259
7066, 3640
7674, 3196
9310, 2774
6315, 4107
8363, 2918
7521, 3274
8627, 2839
9476, 2661
12085, 1761
6668, 3867
9627, 2600
8466, 2891
6574, 3913
7882, 3153
8221, 2964
10288, 2446
8210, 2997
6407, 4025
11232, 2222
12078, 1821
11389, 2098
11993, 1863
11303, 2141
7354, 3387
11922, 1944
7902, 3153
11241, 2197
11930, 1919
9448, 2753
6546, 4004
8182, 3088
7492, 3365
6287, 4199
10295, 2281
8571, 2876
6732, 3844
9634, 2593
11396, 2038
11482, 2024
6491, 4017
6231, 4212
9393, 2766
7437, 3379
8126, 3102
6735, 3655
8591, 2875
11380, 2133
12069, 1856
11936, 1867
11246, 2144
6224, 4219
8119, 3109
6483, 4024
7430, 3386
9385, 2773
6148, 4220
8043, 3109
12177, 1694
6068, 4478
