costo,tiempo
3596, 1296
7443, 467
7443, 467
3596, 1296
5005, 938
6062, 706
6062, 706
5005, 938
4054, 967
6491, 496
4933, 949
7371, 478
6086, 705
6237, 564
3771, 1154
3624, 1177
3799, 1035
4017, 990
6455, 519
3823, 1034
6261, 563
6455, 519
4017, 990
6261, 563
3823, 1034
6086, 705
6237, 564
3771, 1154
3648, 1176
3648, 1176
7371, 478
4933, 949
4054, 967
6491, 496
4034, 974
6471, 503
4957, 948
4981, 939
7395, 477
7419, 468
6471, 503
4034, 974
3799, 1035
3624, 1177
7395, 477
7419, 468
4981, 939
4957, 948
3596, 1296
7443, 467
