costo,tiempo
10313, 894
9039, 1906
10313, 894
9039, 1906
9220, 1785
9254, 1117
9672, 1016
10079, 1006
9434, 1045
9672, 1016
9434, 1045
10174, 982
9220, 1785
10174, 982
9254, 1117
10079, 1006
9039, 1906
10313, 894
9672, 1016
9434, 1045
9220, 1785
10174, 982
9254, 1117
10079, 1006
10313, 894
9039, 1906
9672, 1016
9434, 1045
9220, 1785
10174, 982
9254, 1117
10079, 1006
10313, 894
9039, 1906
9672, 1016
9434, 1045
9220, 1785
10174, 982
9254, 1117
10079, 1006
9039, 1906
10313, 894
9672, 1016
9434, 1045
9220, 1785
10174, 982
9254, 1117
10079, 1006
9039, 1906
10313, 894
