costo,tiempo
7998, 681
3402, 3130
7998, 681
3402, 3130
6231, 1209
5290, 1403
4421, 1438
7819, 682
6950, 718
5469, 1401
3697, 2101
3552, 2543
3435, 3043
3582, 2267
3465, 2767
5469, 1401
3850, 1677
6556, 906
6231, 1209
6589, 819
6768, 817
4027, 1626
4239, 1538
4242, 1440
6771, 719
3702, 1930
6379, 957
3519, 2630
4060, 1539
5290, 1403
4421, 1438
6950, 718
7819, 682
3615, 2180
3817, 1764
3735, 1843
6346, 1043
6264, 1123
4032, 1578
3582, 2267
3465, 2767
3552, 2543
3435, 3043
3498, 2680
3735, 1843
3817, 1764
6264, 1123
6346, 1043
3615, 2180
3702, 1930
