costo,tiempo
7041, 2715
10207, 925
7041, 2715
10207, 925
8896, 1328
9994, 1135
8057, 1353
9197, 1141
7327, 2064
7307, 2429
7893, 1474
10141, 1024
10148, 962
7627, 1729
7593, 1778
7822, 1620
9043, 1217
7393, 2036
7693, 1701
10043, 1045
7991, 1449
7271, 2567
7886, 1535
7851, 1574
7539, 1925
7261, 2596
10001, 1074
8033, 1424
7146, 2617
7557, 1916
8903, 1267
9067, 1146
7114, 2626
7717, 1631
7107, 2687
7700, 1640
7587, 1839
7301, 2491
9197, 1141
7400, 1975
7587, 1839
7301, 2491
7307, 2429
8040, 1362
9050, 1155
7432, 1965
8977, 1245
7065, 2713
8977, 1245
7432, 1965
