costo,tiempo
4561, 812
4753, 244
4561, 812
4753, 244
4644, 311
4644, 311
4753, 244
4561, 812
4644, 311
4561, 812
4753, 244
4644, 311
4753, 244
4561, 812
4644, 311
4561, 812
4753, 244
4644, 311
4753, 244
4561, 812
4644, 311
4753, 244
4561, 812
4644, 311
4753, 244
4561, 812
4644, 311
4561, 812
4753, 244
4644, 311
4561, 812
4753, 244
4644, 311
4753, 244
4561, 812
4644, 311
4753, 244
4561, 812
4644, 311
4753, 244
4561, 812
4644, 311
4753, 244
4561, 812
4644, 311
4753, 244
4561, 812
4644, 311
4561, 812
4753, 244
