costo,tiempo
4516, 1125
7428, 655
4516, 1125
7428, 655
7036, 878
4997, 1040
7036, 878
4997, 1040
7191, 711
7168, 810
7168, 810
4737, 1097
7191, 711
4539, 1123
4974, 1041
4777, 1068
4754, 1069
4777, 1068
4974, 1041
4539, 1123
4737, 1097
4754, 1069
7428, 655
4516, 1125
7036, 878
4997, 1040
7168, 810
7191, 711
4777, 1068
4974, 1041
4539, 1123
4737, 1097
4754, 1069
7428, 655
4516, 1125
7036, 878
4997, 1040
7168, 810
7191, 711
4777, 1068
4974, 1041
4539, 1123
4737, 1097
4754, 1069
7428, 655
4516, 1125
7036, 878
4997, 1040
7168, 810
7191, 711
