costo,tiempo
8219, 3786
13203, 1065
8219, 3786
13203, 1065
9170, 2382
11215, 1821
12176, 1372
12176, 1372
8234, 3679
8303, 3056
11553, 1635
11215, 1821
13188, 1068
8465, 2917
9154, 2489
9154, 2489
8465, 2917
13188, 1068
8318, 2949
11477, 1791
11538, 1638
8303, 3056
8234, 3679
11462, 1793
11231, 1818
8318, 2949
11538, 1638
11477, 1791
11231, 1818
11462, 1793
8219, 3786
13203, 1065
11215, 1821
9154, 2489
8465, 2917
13188, 1068
8303, 3056
8234, 3679
8318, 2949
11538, 1638
11477, 1791
11231, 1818
11462, 1793
8219, 3786
13203, 1065
11215, 1821
9154, 2489
8465, 2917
13188, 1068
8303, 3056
