costo,tiempo
7638, 721
7377, 1852
7638, 721
7377, 1852
7520, 1743
7380, 1798
7520, 1743
7380, 1798
7377, 1852
7638, 721
7520, 1743
7380, 1798
7377, 1852
7638, 721
7520, 1743
7380, 1798
7377, 1852
7638, 721
7520, 1743
7380, 1798
7638, 721
7377, 1852
7520, 1743
7380, 1798
7377, 1852
7638, 721
7520, 1743
7380, 1798
7377, 1852
7638, 721
7520, 1743
7380, 1798
7638, 721
7377, 1852
7520, 1743
7380, 1798
7377, 1852
7638, 721
7520, 1743
7380, 1798
7638, 721
7377, 1852
7520, 1743
7380, 1798
7377, 1852
7638, 721
7520, 1743
7380, 1798
7377, 1852
7638, 721
