costo,tiempo
6595, 710
6231, 4116
6595, 710
6231, 4116
6453, 888
6351, 3123
6352, 2069
6449, 1939
6233, 3257
6254, 3145
6329, 3127
6513, 839
6536, 713
6432, 2036
6374, 2047
6513, 839
6329, 3127
6536, 713
6254, 3145
6374, 2047
6432, 2036
6449, 1939
6233, 3257
6453, 888
6352, 2069
6351, 3123
6231, 4116
6595, 710
6513, 839
6329, 3127
6536, 713
6254, 3145
6374, 2047
6432, 2036
6449, 1939
6233, 3257
6453, 888
6352, 2069
6351, 3123
6231, 4116
6595, 710
6513, 839
6329, 3127
6536, 713
6254, 3145
6374, 2047
6432, 2036
6449, 1939
6233, 3257
6453, 888
