costo,tiempo
6651, 1415
7623, 638
6651, 1415
7623, 638
6972, 982
6790, 1287
7282, 783
7259, 863
6922, 1061
6943, 1060
7392, 764
6699, 1288
6894, 1173
7179, 903
7135, 971
6900, 1141
7063, 982
7495, 693
7233, 897
6678, 1289
6800, 1250
7303, 781
6855, 1192
6676, 1343
7554, 692
6655, 1369
7161, 944
7431, 727
7405, 744
7063, 982
7259, 863
7495, 693
6900, 1141
7584, 675
7593, 655
6827, 1233
6855, 1192
7161, 944
6825, 1242
7429, 735
7431, 727
7303, 781
7135, 971
6827, 1233
6655, 1369
7392, 764
6676, 1343
7233, 897
7554, 692
6943, 1060
