costo,tiempo
7747, 596
7194, 3713
7747, 596
7194, 3713
7366, 2180
7375, 1359
7366, 2180
7543, 1236
7634, 714
7543, 1236
7634, 714
7375, 1359
7194, 3713
7747, 596
7366, 2180
7543, 1236
7634, 714
7375, 1359
7194, 3713
7747, 596
7366, 2180
7543, 1236
7634, 714
7375, 1359
7194, 3713
7747, 596
7366, 2180
7543, 1236
7634, 714
7375, 1359
7194, 3713
7747, 596
7366, 2180
7543, 1236
7634, 714
7375, 1359
7194, 3713
7747, 596
7366, 2180
7543, 1236
7634, 714
7375, 1359
7194, 3713
7747, 596
7366, 2180
7543, 1236
7634, 714
7375, 1359
7194, 3713
7747, 596
