costo,tiempo
9414, 1097
10683, 522
10683, 522
9414, 1097
10605, 621
10122, 833
10643, 532
10306, 740
10404, 630
10306, 740
10122, 833
9434, 1086
9451, 1007
10327, 729
10344, 651
9683, 940
9512, 986
9512, 986
10061, 854
9683, 940
9950, 855
9889, 876
9791, 878
9715, 929
9730, 899
9751, 888
10081, 844
10364, 640
9472, 996
9910, 865
10643, 532
10404, 630
10605, 621
9791, 878
9751, 888
10081, 844
9910, 865
10364, 640
9472, 996
10344, 651
10327, 729
9434, 1086
9451, 1007
9950, 855
9730, 899
9715, 929
9889, 876
10061, 854
10683, 522
9414, 1097
10306, 740
10122, 833
9512, 986
9683, 940
10643, 532
10404, 630
10605, 621
9791, 878
10081, 844
9751, 888
9910, 865
10364, 640
9472, 996
10344, 651
9434, 1086
10327, 729
9451, 1007
9950, 855
9730, 899
9715, 929
9889, 876
10061, 854
10683, 522
9414, 1097
10306, 740
10122, 833
9512, 986
9683, 940
10643, 532
10404, 630
10605, 621
9791, 878
10081, 844
9751, 888
9910, 865
10364, 640
9472, 996
10344, 651
10327, 729
9434, 1086
9451, 1007
9950, 855
9730, 899
9715, 929
9889, 876
10061, 854
10683, 522
9414, 1097
10306, 740
10122, 833
