costo,tiempo
11259, 1031
9881, 2521
11259, 1031
9881, 2521
11120, 1524
10020, 2028
10020, 2028
11120, 1524
11188, 1414
11203, 1032
9950, 2411
9965, 2029
11133, 1415
9894, 2412
9950, 2411
9965, 2029
11188, 1414
11203, 1032
9894, 2412
11133, 1415
9881, 2521
11259, 1031
10020, 2028
11120, 1524
9950, 2411
9965, 2029
11188, 1414
11203, 1032
9894, 2412
11133, 1415
11259, 1031
9881, 2521
10020, 2028
11120, 1524
9950, 2411
9965, 2029
11188, 1414
11203, 1032
9894, 2412
11133, 1415
11259, 1031
9881, 2521
10020, 2028
11120, 1524
9950, 2411
9965, 2029
11188, 1414
11203, 1032
9894, 2412
11133, 1415
11259, 1031
9881, 2521
10020, 2028
11120, 1524
9950, 2411
9965, 2029
11188, 1414
11203, 1032
9894, 2412
11133, 1415
11259, 1031
9881, 2521
10020, 2028
11120, 1524
9950, 2411
9965, 2029
11188, 1414
11203, 1032
9894, 2412
11133, 1415
11259, 1031
9881, 2521
10020, 2028
11120, 1524
9950, 2411
9965, 2029
11188, 1414
11203, 1032
9894, 2412
11133, 1415
11259, 1031
9881, 2521
10020, 2028
11120, 1524
9950, 2411
9965, 2029
11188, 1414
11203, 1032
9894, 2412
11133, 1415
11259, 1031
9881, 2521
10020, 2028
11120, 1524
9950, 2411
9965, 2029
11188, 1414
11203, 1032
9894, 2412
11133, 1415
