costo,tiempo
9399, 3264
11267, 1419
11267, 1419
9399, 3264
10100, 1769
10848, 1702
9525, 2742
9551, 2207
9525, 2742
9455, 3080
9940, 1862
9706, 2009
9915, 1906
10100, 1769
11031, 1529
10873, 1658
11107, 1512
11031, 1529
9681, 2053
11107, 1512
9553, 2179
10873, 1658
9681, 2053
9553, 2179
9915, 1906
9706, 2009
9455, 3080
9400, 3234
9454, 3130
9454, 3130
10848, 1702
9400, 3234
9551, 2207
9399, 3264
11267, 1419
9525, 2742
10100, 1769
11031, 1529
11107, 1512
10873, 1658
9681, 2053
9915, 1906
9455, 3080
9454, 3130
10848, 1702
9400, 3234
9551, 2207
11267, 1419
9399, 3264
10100, 1769
11031, 1529
11107, 1512
10873, 1658
9681, 2053
9915, 1906
9455, 3080
9454, 3130
10848, 1702
9400, 3234
9551, 2207
9399, 3264
11267, 1419
10100, 1769
9551, 2207
11031, 1529
9681, 2053
11107, 1512
10873, 1658
9915, 1906
9455, 3080
9454, 3130
10848, 1702
9400, 3234
9399, 3264
11267, 1419
9551, 2207
11031, 1529
9681, 2053
11107, 1512
10873, 1658
9455, 3080
9454, 3130
10848, 1702
9400, 3234
11267, 1419
9399, 3264
9551, 2207
11107, 1512
9681, 2053
10873, 1658
9455, 3080
9454, 3130
10848, 1702
9399, 3264
11267, 1419
9551, 2207
11107, 1512
9681, 2053
10873, 1658
9455, 3080
