costo,tiempo
9174, 1707
8035, 3577
8035, 3577
9174, 1707
8219, 3044
8763, 2854
8155, 3155
8984, 1833
8850, 2369
8840, 2733
8975, 2197
8155, 3155
8219, 3044
9013, 1823
8763, 2854
9013, 1823
8784, 2758
8870, 2314
8934, 2228
8914, 2283
8763, 2813
8850, 2369
8899, 2304
8963, 2218
8763, 2813
8914, 2283
8813, 2749
8934, 2228
8784, 2758
8870, 2314
8975, 2197
8822, 2744
8899, 2304
8963, 2218
8840, 2733
8822, 2744
8984, 1833
8813, 2749
9174, 1707
8035, 3577
8155, 3155
8219, 3044
8763, 2854
9013, 1823
8850, 2369
8763, 2813
8914, 2283
8934, 2228
8784, 2758
8870, 2314
8975, 2197
8899, 2304
8963, 2218
8840, 2733
8822, 2744
8984, 1833
8813, 2749
9174, 1707
8035, 3577
8155, 3155
8219, 3044
8763, 2854
9013, 1823
8850, 2369
8763, 2813
8914, 2283
8934, 2228
8784, 2758
8870, 2314
8975, 2197
8899, 2304
8963, 2218
8840, 2733
8822, 2744
8984, 1833
8813, 2749
9174, 1707
8035, 3577
8155, 3155
8219, 3044
8763, 2854
9013, 1823
8850, 2369
8763, 2813
8914, 2283
8934, 2228
8784, 2758
8870, 2314
8975, 2197
8899, 2304
8963, 2218
8840, 2733
8822, 2744
8984, 1833
8813, 2749
9174, 1707
8035, 3577
8155, 3155
8219, 3044
8763, 2854
