costo,tiempo
12314, 2716
13715, 2244
13715, 2244
12314, 2716
12447, 2492
13071, 2474
13383, 2272
13261, 2448
13071, 2474
13371, 2324
12435, 2544
13316, 2349
12381, 2570
13304, 2402
12369, 2622
12343, 2625
12326, 2668
13278, 2405
12326, 2668
13383, 2272
13261, 2448
12435, 2544
13371, 2324
13316, 2349
12381, 2570
12447, 2492
13278, 2405
13304, 2402
12369, 2622
13715, 2244
12314, 2716
13071, 2474
12326, 2668
13383, 2272
13261, 2448
13371, 2324
12435, 2544
12381, 2570
13316, 2349
12447, 2492
13278, 2405
12369, 2622
13304, 2402
13715, 2244
12314, 2716
12326, 2668
13383, 2272
13261, 2448
13371, 2324
12435, 2544
12381, 2570
13316, 2349
12447, 2492
13278, 2405
12369, 2622
13304, 2402
12314, 2716
13715, 2244
12326, 2668
13383, 2272
13261, 2448
12435, 2544
13371, 2324
12381, 2570
13316, 2349
12447, 2492
13278, 2405
12369, 2622
13304, 2402
13715, 2244
12314, 2716
13261, 2448
12447, 2492
12326, 2668
13383, 2272
13371, 2324
12435, 2544
12381, 2570
13316, 2349
13278, 2405
12369, 2622
13304, 2402
13715, 2244
12314, 2716
13261, 2448
12447, 2492
12326, 2668
13383, 2272
13371, 2324
12435, 2544
12381, 2570
13316, 2349
13278, 2405
13304, 2402
12369, 2622
12314, 2716
13715, 2244
13261, 2448
12447, 2492
12326, 2668
