costo,tiempo
12590, 2886
14409, 2195
12590, 2886
14409, 2195
13681, 2504
12805, 2634
12660, 2688
13681, 2504
13952, 2305
14265, 2249
12805, 2634
13794, 2463
13839, 2345
13952, 2305
14265, 2249
13808, 2404
12660, 2688
13808, 2404
14377, 2209
12773, 2648
14377, 2209
12773, 2648
13839, 2345
13794, 2463
12590, 2886
14409, 2195
13681, 2504
12805, 2634
13952, 2305
14265, 2249
12660, 2688
13808, 2404
14377, 2209
12773, 2648
13839, 2345
13794, 2463
12590, 2886
14409, 2195
13681, 2504
12805, 2634
13952, 2305
14265, 2249
12660, 2688
13808, 2404
14377, 2209
12773, 2648
13839, 2345
13794, 2463
14409, 2195
12590, 2886
13681, 2504
12805, 2634
13952, 2305
14265, 2249
12660, 2688
13808, 2404
14377, 2209
12773, 2648
13839, 2345
13794, 2463
14409, 2195
12590, 2886
13681, 2504
12805, 2634
13952, 2305
14265, 2249
12660, 2688
13808, 2404
14377, 2209
12773, 2648
13839, 2345
13794, 2463
14409, 2195
12590, 2886
13681, 2504
12805, 2634
13952, 2305
14265, 2249
12660, 2688
13808, 2404
14377, 2209
12773, 2648
13839, 2345
13794, 2463
14409, 2195
12590, 2886
13681, 2504
12805, 2634
13952, 2305
14265, 2249
12660, 2688
13808, 2404
14377, 2209
12773, 2648
13839, 2345
13794, 2463
14409, 2195
12590, 2886
13681, 2504
12805, 2634
