costo,tiempo
16785, 9284
23717, 4077
16785, 9284
23717, 4077
19444, 5453
23468, 4324
17051, 6559
19111, 5647
16959, 7875
16959, 7875
19444, 5453
23468, 4324
17051, 6559
19111, 5647
19153, 5605
23517, 4225
23668, 4176
19153, 5605
23517, 4225
23668, 4176
23717, 4077
16785, 9284
16959, 7875
19444, 5453
23468, 4324
17051, 6559
19111, 5647
19153, 5605
23517, 4225
23668, 4176
16785, 9284
23717, 4077
16959, 7875
19444, 5453
23468, 4324
17051, 6559
19111, 5647
19153, 5605
23517, 4225
23668, 4176
16785, 9284
23717, 4077
16959, 7875
19444, 5453
23468, 4324
17051, 6559
19111, 5647
19153, 5605
23517, 4225
23668, 4176
16785, 9284
23717, 4077
16959, 7875
19444, 5453
23468, 4324
17051, 6559
19111, 5647
19153, 5605
23517, 4225
23668, 4176
16785, 9284
23717, 4077
16959, 7875
19444, 5453
23468, 4324
17051, 6559
19111, 5647
19153, 5605
23517, 4225
23668, 4176
23717, 4077
16785, 9284
16959, 7875
19444, 5453
23468, 4324
17051, 6559
19111, 5647
19153, 5605
23517, 4225
23668, 4176
16785, 9284
23717, 4077
16959, 7875
19444, 5453
23468, 4324
17051, 6559
19111, 5647
19153, 5605
23517, 4225
23668, 4176
16785, 9284
23717, 4077
16959, 7875
19444, 5453
23468, 4324
17051, 6559
19111, 5647
19153, 5605
23517, 4225
23668, 4176
