costo,tiempo
11519, 703
8547, 1911
8547, 1911
11519, 703
11475, 855
8835, 864
8772, 1060
8709, 1661
8772, 1060
8781, 931
8708, 1703
8566, 1839
11488, 815
11494, 750
8709, 1661
8610, 1715
8566, 1839
8569, 1741
8794, 891
8568, 1784
8781, 931
8568, 1784
11488, 815
11506, 743
11507, 710
8794, 891
8610, 1715
8569, 1741
8835, 864
11475, 855
8708, 1703
11494, 750
11507, 710
11506, 743
8547, 1911
11519, 703
8772, 1060
8709, 1661
8566, 1839
8781, 931
8568, 1784
11488, 815
8794, 891
8610, 1715
8569, 1741
8835, 864
11475, 855
8708, 1703
11494, 750
11507, 710
