costo,tiempo
8326, 3298
9386, 1540
9386, 1540
8326, 3298
9349, 1598
8478, 2665
8996, 1615
8515, 2175
8333, 3062
8858, 1945
8333, 3062
8335, 2872
8644, 2019
8868, 1771
8644, 2019
8398, 2667
8736, 1992
8556, 2057
8342, 2697
8515, 2175
8338, 2757
8335, 2872
8522, 2066
8875, 1662
8770, 1984
8909, 1654
8965, 1623
8827, 1953
8398, 2667
8556, 2057
8770, 1984
8909, 1654
8736, 1992
8965, 1623
8827, 1953
9349, 1598
8868, 1771
8996, 1615
8520, 2115
8872, 1712
8338, 2757
8478, 2665
8520, 2115
8872, 1712
8342, 2697
8858, 1945
8522, 2066
8875, 1662
9386, 1540
8326, 3298
