costo,tiempo
4417, 4275
9689, 1238
9689, 1238
4417, 4275
9651, 1345
6105, 1410
4581, 3727
4586, 2942
6105, 1410
4944, 1447
4907, 2035
4923, 1476
4656, 2780
4711, 2414
4538, 4061
4561, 3760
4457, 4255
9679, 1243
4781, 2252
4838, 2140
4538, 4061
4731, 2380
4606, 2909
9651, 1345
4490, 4132
4480, 4183
4490, 4132
4629, 2836
4754, 2308
4636, 2814
4761, 2285
4781, 2252
4838, 2140
4711, 2414
4656, 2780
4480, 4183
4859, 2106
4887, 2069
4944, 1447
4859, 2106
4887, 2069
4561, 3760
4731, 2380
4606, 2909
4907, 2035
4923, 1476
4586, 2942
4581, 3727
4754, 2308
4629, 2836
