costo,tiempo
2996, 1371
3707, 952
3707, 952
2996, 1371
3284, 1093
3077, 1275
3468, 1088
3283, 1215
3283, 1208
3077, 1275
2996, 1365
3656, 1003
3532, 1017
3283, 1215
2996, 1365
3707, 958
3532, 1024
3488, 1033
3663, 968
3656, 997
3663, 974
3474, 1065
3474, 1059
3488, 1039
3532, 1017
3656, 1003
3488, 1039
3474, 1059
3656, 997
3663, 974
3474, 1065
3488, 1033
3663, 968
3707, 958
3532, 1024
3468, 1088
3283, 1208
3284, 1093
2996, 1371
3707, 952
3077, 1275
3283, 1215
2996, 1365
3532, 1017
3656, 1003
3488, 1039
3474, 1059
3656, 997
3663, 974
3474, 1065
