costo,tiempo
8478, 1679
5875, 2991
5875, 2991
8478, 1679
7492, 2072
8229, 1773
6588, 2503
6979, 2194
7492, 2072
8229, 1773
6979, 2194
6588, 2503
5898, 2844
6325, 2531
7461, 2127
8447, 1734
7242, 2166
6568, 2517
6999, 2180
7262, 2152
8249, 1759
6014, 2748
6004, 2811
6122, 2647
6122, 2647
6084, 2686
6084, 2686
6200, 2590
5918, 2830
5985, 2825
6238, 2550
6325, 2531
6034, 2733
6200, 2590
7472, 2086
8458, 1693
6034, 2733
6218, 2564
7262, 2152
8249, 1759
6214, 2578
7461, 2127
8447, 1734
6238, 2550
5898, 2844
6999, 2180
7242, 2166
6568, 2517
7472, 2086
8458, 1693
